,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
3767,3767,3767,Kasperl/Eberl_Mandolettikraemer.csv,"
       Ein Geschäft von Wichtigkeit gnädige Frau – Frau Baronin!",0,65,character_speech,3,10,,"
       BARON.
      ",#baron,1055.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3768,3768,3768,Kasperl/Eberl_Mandolettikraemer.csv,–,66,67,character_speech,3,10,,"
       BARON.
      ",#baron,1055.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3769,3769,3769,Kasperl/Eberl_Mandolettikraemer.csv,"
        (für sich)",0,19,stage_direction,3,10,inner_speech,,#baron,1055.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3770,3770,3770,Kasperl/Eberl_Mandolettikraemer.csv,"
       O!",0,10,character_speech,3,10,,"
       BARON.
      ",#baron,1055.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3771,3771,3771,Kasperl/Eberl_Mandolettikraemer.csv,mir ahndt wahrlich nichts Gutes!,11,43,character_speech,3,10,,"
       BARON.
      ",#baron,1055.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
3772,3772,3772,Kasperl/Eberl_Mandolettikraemer.csv,"
       Sie stottern Herr Baron von Lindenthal!",0,47,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1056.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3773,3773,3773,Kasperl/Eberl_Mandolettikraemer.csv,– was macht Sie so verwirrt – ich will doch nicht hoffen meine Gegenwart?,48,121,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1056.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3774,3774,3774,Kasperl/Eberl_Mandolettikraemer.csv,"
        (faßt sich so gut er kann)",0,35,stage_direction,3,10,inner_speech,,#baron,1057.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3775,3775,3775,Kasperl/Eberl_Mandolettikraemer.csv,"
       Ihre Gegenwart?",0,23,character_speech,3,10,,"
       BARON.
      ",#baron,1057.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3776,3776,3776,Kasperl/Eberl_Mandolettikraemer.csv,– O!,24,28,character_speech,3,10,,"
       BARON.
      ",#baron,1057.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3777,3777,3777,Kasperl/Eberl_Mandolettikraemer.csv,gnädige Frau die angenehmste Ueberraschung!,29,72,character_speech,3,10,,"
       BARON.
      ",#baron,1057.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3778,3778,3778,Kasperl/Eberl_Mandolettikraemer.csv,"
       Wie mir kaum däucht!",0,28,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1058.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3779,3779,3779,Kasperl/Eberl_Mandolettikraemer.csv,"– doch um Sie nicht länger zu verzögern, so muß ich mich nur sehr bald meines Geschäftes entledigen!",29,129,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1058.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3780,3780,3780,Kasperl/Eberl_Mandolettikraemer.csv,"
       Eines Geschäftes?",0,25,character_speech,3,10,,"
       BARON.
      ",#baron,1059.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3781,3781,3781,Kasperl/Eberl_Mandolettikraemer.csv,–,26,27,character_speech,3,10,,"
       BARON.
      ",#baron,1059.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3782,3782,3782,Kasperl/Eberl_Mandolettikraemer.csv,"
       Sie waren heute großmüthig genug, mir die Brillanten, in denen mein Bildniß gefaßt war zurückzusenden – Auch ich darf nicht länger Ihnen Kostbarkeiten vorenthalten, die ohne Ihrem Herzen unmöglich mein gehören können.",0,225,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1060.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
3783,3783,3783,Kasperl/Eberl_Mandolettikraemer.csv,"
        (erschreckend)",0,23,stage_direction,3,10,inner_speech,,#baron,1061.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
3784,3784,3784,Kasperl/Eberl_Mandolettikraemer.csv,"
       Kostbarkeiten – von mir – die ohne meinem Herzen?",0,57,character_speech,3,10,,"
       BARON.
      ",#baron,1061.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3785,3785,3785,Kasperl/Eberl_Mandolettikraemer.csv,– ich besinn mich auf keine Kostbarkeit!,58,98,character_speech,3,10,,"
       BARON.
      ",#baron,1061.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3786,3786,3786,Kasperl/Eberl_Mandolettikraemer.csv,– aber mein Herz – Sie selbst stiessen es ja von sich – sie selbst rissen ja unsere ganze Verbindung!,99,200,character_speech,3,10,,"
       BARON.
      ",#baron,1061.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3787,3787,3787,Kasperl/Eberl_Mandolettikraemer.csv,–,201,202,character_speech,3,10,,"
       BARON.
      ",#baron,1061.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3788,3788,3788,Kasperl/Eberl_Mandolettikraemer.csv,"
       Ich selbst?",0,19,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1062.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3789,3789,3789,Kasperl/Eberl_Mandolettikraemer.csv,"– und um sie ganz zu zerreissen, so nehmen sie diesen Ring – und dieses Bildniß!",20,100,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1062.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3790,3790,3790,Kasperl/Eberl_Mandolettikraemer.csv,– Ich will Gott bitten mich,101,128,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1062.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3791,3791,3791,Kasperl/Eberl_Mandolettikraemer.csv,"
       Sie ganz vergessen zu lehren!",0,37,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1062.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3792,3792,3792,Kasperl/Eberl_Mandolettikraemer.csv,"– (sie will fort, er hält sie aber auf)",38,77,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1062.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3793,3793,3793,Kasperl/Eberl_Mandolettikraemer.csv,"
        (äussert betroffen)",0,28,stage_direction,3,10,inner_speech,,#baron,1063.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
3794,3794,3794,Kasperl/Eberl_Mandolettikraemer.csv,"
       Guter Gott!",0,19,character_speech,3,10,,"
       BARON.
      ",#baron,1063.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3795,3795,3795,Kasperl/Eberl_Mandolettikraemer.csv,– dieser Ring – mein Bildniß – das Brautgeschenk meiner Amalia!,20,83,character_speech,3,10,,"
       BARON.
      ",#baron,1063.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3796,3796,3796,Kasperl/Eberl_Mandolettikraemer.csv,"
        (wendet sich weg und giebt ihm die Hand)",0,49,stage_direction,3,10,inner_speech,,#baronin,1064.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3797,3797,3797,Kasperl/Eberl_Mandolettikraemer.csv,"
       Die Ihnen vergiebt und auf ewig mit ihrem Kummer flieht!",0,64,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1064.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3798,3798,3798,Kasperl/Eberl_Mandolettikraemer.csv,–,65,66,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1064.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3799,3799,3799,Kasperl/Eberl_Mandolettikraemer.csv,"
        (faßt sich)",0,20,stage_direction,3,10,inner_speech,,#baron,1065.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3800,3800,3800,Kasperl/Eberl_Mandolettikraemer.csv,"
       Gerechter Himmel!",0,25,character_speech,3,10,,"
       BARON.
      ",#baron,1065.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3801,3801,3801,Kasperl/Eberl_Mandolettikraemer.csv,"Wär es möglich, ich zittre – jemehr ich Sie ansehe o!",26,79,character_speech,3,10,,"
       BARON.
      ",#baron,1065.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3802,3802,3802,Kasperl/Eberl_Mandolettikraemer.csv,sie ists – sie ists – ich fühls – Natur der Sieg ist dein – es ist mein Weib – meine Amalia!,80,172,character_speech,3,10,,"
       BARON.
      ",#baron,1065.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3803,3803,3803,Kasperl/Eberl_Mandolettikraemer.csv,–,173,174,character_speech,3,10,,"
       BARON.
      ",#baron,1065.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3804,3804,3804,Kasperl/Eberl_Mandolettikraemer.csv,"
       (er stürzt auf sie hin)",0,31,stage_direction,3,10,speech_part,,#baron,1065.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3805,3805,3805,Kasperl/Eberl_Mandolettikraemer.csv,"
        (sinkt ihm in die Arme)",0,32,stage_direction,3,10,inner_speech,,#baronin,1066.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3806,3806,3806,Kasperl/Eberl_Mandolettikraemer.csv,"
       Deine unglückliche Amalia!!",0,35,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1066.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
3807,3807,3807,Kasperl/Eberl_Mandolettikraemer.csv,–,36,37,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1066.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3808,3808,3808,Kasperl/Eberl_Mandolettikraemer.csv,"
       O!",0,10,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3809,3809,3809,Kasperl/Eberl_Mandolettikraemer.csv,mein – mein – und auf ewig mein!,11,43,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3810,3810,3810,Kasperl/Eberl_Mandolettikraemer.csv,– Weib!,44,51,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3811,3811,3811,Kasperl/Eberl_Mandolettikraemer.csv,"– bestes – liebstes – theuerstes Weib, du hast gesiegt – du sollst siegen – ich hab dich wieder – und mit dir was ich so lange suchte – so thöricht von mir warf – ein Herz auf ewig gefunden!",52,242,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3812,3812,3812,Kasperl/Eberl_Mandolettikraemer.csv,"– vergib – vergib mir, und laß meine Wiederkehr zur Tugend, das Werk deiner Liebe seyn!!",243,331,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3813,3813,3813,Kasperl/Eberl_Mandolettikraemer.csv,"– Der Gefallene ist ja vor dem nächsten Fehltritt sicherer, als der, der nie gefehlt hat!",332,421,character_speech,3,10,,"
       BARON.
      ",#baron,1067.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3814,3814,3814,Kasperl/Eberl_Mandolettikraemer.csv,"
       O!",0,10,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3815,3815,3815,Kasperl/Eberl_Mandolettikraemer.csv,was sind doch alle Entschlüsse der Weiber gegen einen einzigen reuevollen Blick!,11,91,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3816,3816,3816,Kasperl/Eberl_Mandolettikraemer.csv,– o!,92,96,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3817,3817,3817,Kasperl/Eberl_Mandolettikraemer.csv,Karl!,97,102,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3818,3818,3818,Kasperl/Eberl_Mandolettikraemer.csv,– Karl – komm – komm du bist doch mein!,103,142,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3819,3819,3819,Kasperl/Eberl_Mandolettikraemer.csv,–,143,144,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1068.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3820,3820,3820,Kasperl/Eberl_Mandolettikraemer.csv,"
       Seine Frau?",0,19,character_speech,3,10,,"
       ALLE ÜBRIGE.
      ",#alle übrige,1069.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3821,3821,3821,Kasperl/Eberl_Mandolettikraemer.csv,–,20,21,character_speech,3,10,,"
       ALLE ÜBRIGE.
      ",#alle übrige,1069.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3822,3822,3822,Kasperl/Eberl_Mandolettikraemer.csv,"
       Meine Freunde, Sie scheinen sich über diesen Auftritt zu wundern, sie sollen die ganze Geschichte aus meinem Munde erfahren, nur itzt kann ich mich aus meinem süssen Taumel zu wenig erholen!",0,198,character_speech,3,10,,"
       BARON.
      ",#baron,1070.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3823,3823,3823,Kasperl/Eberl_Mandolettikraemer.csv,–,199,200,character_speech,3,10,,"
       BARON.
      ",#baron,1070.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3824,3824,3824,Kasperl/Eberl_Mandolettikraemer.csv,"
       Hr.",0,11,character_speech,3,10,,"
       BARON.
      ",#baron,1070.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3825,3825,3825,Kasperl/Eberl_Mandolettikraemer.csv,Buchwald.,12,21,character_speech,3,10,,"
       BARON.
      ",#baron,1070.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3826,3826,3826,Kasperl/Eberl_Mandolettikraemer.csv,Nun gnädige Frau wär’s nicht so besser?,22,61,character_speech,3,10,,"
       BARON.
      ",#baron,1070.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3827,3827,3827,Kasperl/Eberl_Mandolettikraemer.csv,"
       Ja wohl bester Mann, Ihrem Rath dank ich es!",0,52,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
3828,3828,3828,Kasperl/Eberl_Mandolettikraemer.csv,"
       Hr.",0,11,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3829,3829,3829,Kasperl/Eberl_Mandolettikraemer.csv,Buchwald.,12,21,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3830,3830,3830,Kasperl/Eberl_Mandolettikraemer.csv,Ohne Umstände!,22,36,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3831,3831,3831,Kasperl/Eberl_Mandolettikraemer.csv,"– Mann und Weib zusammen zu bringen, ist wahrlich ein Vergnügen, das sich selbst lohnt!",37,124,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3832,3832,3832,Kasperl/Eberl_Mandolettikraemer.csv,– und so wären wir ja alle wiederum ausgesöhnt?,125,172,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3833,3833,3833,Kasperl/Eberl_Mandolettikraemer.csv,"– Wollen den hinauf zu der übrigen vornehmen Gesellschaft, und sie auch an unserm Glücke Theil nehmen lassen!",173,282,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3834,3834,3834,Kasperl/Eberl_Mandolettikraemer.csv,– Wollen wir?,283,296,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3835,3835,3835,Kasperl/Eberl_Mandolettikraemer.csv,–,297,298,character_speech,3,10,,"
       BARONIN.
      ",#baronin,1071.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3836,3836,3836,Kasperl/Eberl_Mandolettikraemer.csv,"
       Was Sie wollen lieber redlicher Mann!",0,45,character_speech,3,10,,"
       BARON.
      ",#baron,1072.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
3837,3837,3837,Kasperl/Eberl_Mandolettikraemer.csv,–,46,47,character_speech,3,10,,"
       BARON.
      ",#baron,1072.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3838,3838,3838,Kasperl/Eberl_Mandolettikraemer.csv,"
        (Evgen hereinführend)",0,30,stage_direction,3,10,inner_speech,,#kaspar,1073.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3839,3839,3839,Kasperl/Eberl_Mandolettikraemer.csv,"
       Fikrament was fangen wir dann itzt mit den hübschen Weiberl an?",0,71,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1073.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3840,3840,3840,Kasperl/Eberl_Mandolettikraemer.csv,–,72,73,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1073.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3841,3841,3841,Kasperl/Eberl_Mandolettikraemer.csv,"
       Je nun – das hübsche Weiberl wollen wir nun wiederum zu ihrem Mann bringen, damit ja heute alles in Ordnung kömmt!",0,122,character_speech,3,10,,"
       BARON.
      ",#baron,1074.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
3842,3842,3842,Kasperl/Eberl_Mandolettikraemer.csv,–,123,124,character_speech,3,10,,"
       BARON.
      ",#baron,1074.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3843,3843,3843,Kasperl/Eberl_Mandolettikraemer.csv,"
       Das hab ich mir wohl gleich gedacht, daß ich dem Schlingel wiederum in die Hände kommen werde!",0,102,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1075.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3844,3844,3844,Kasperl/Eberl_Mandolettikraemer.csv,"
       Nein mein Herzenstäuberl, das sollen Sie nicht, ich will schon dafür sorgen, wenn Sie nur wollen?",0,105,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1076.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3845,3845,3845,Kasperl/Eberl_Mandolettikraemer.csv,Herr Baron Sie überlassen mirs also?,106,142,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1076.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3846,3846,3846,Kasperl/Eberl_Mandolettikraemer.csv,–,143,144,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1076.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3847,3847,3847,Kasperl/Eberl_Mandolettikraemer.csv,"
       Herzlich gerne!!",0,24,character_speech,3,10,,"
       BARON.
      ",#baron,1077.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3848,3848,3848,Kasperl/Eberl_Mandolettikraemer.csv,–,25,26,character_speech,3,10,,"
       BARON.
      ",#baron,1077.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3849,3849,3849,Kasperl/Eberl_Mandolettikraemer.csv,"
       Tausendfikrament das ist lustig, itzt kommens nur geschwind mit mir!",0,76,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1078.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3850,3850,3850,Kasperl/Eberl_Mandolettikraemer.csv,–,77,78,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1078.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3851,3851,3851,Kasperl/Eberl_Mandolettikraemer.csv,"
       Aber ihre Frau?",0,23,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1079.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3852,3852,3852,Kasperl/Eberl_Mandolettikraemer.csv,–,24,25,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1079.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3853,3853,3853,Kasperl/Eberl_Mandolettikraemer.csv,"
       So seyns nur kein Fratz nicht – die wird gar nichts inne davon – Sie gehn mit mir, und ich bring Sie an einen Ort, wo Sie gewiß nicht endeckt werden sollen!",0,164,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1080.0,UNKNOWN,desire,positive,emotions of affection,comedy,KK
3854,3854,3854,Kasperl/Eberl_Mandolettikraemer.csv,"
       Nu so ist mirs auch recht!",0,34,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1081.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
3855,3855,3855,Kasperl/Eberl_Mandolettikraemer.csv,–,35,36,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1081.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3856,3856,3856,Kasperl/Eberl_Mandolettikraemer.csv,"
       (sie nimmt die Masque ab.)",0,34,stage_direction,3,10,speech_part,,#evgen,1081.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3857,3857,3857,Kasperl/Eberl_Mandolettikraemer.csv,"
        (der erschrickt)",0,25,stage_direction,3,10,inner_speech,,#kaspar,1082.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
3858,3858,3858,Kasperl/Eberl_Mandolettikraemer.csv,"
       Alle Donner und’s Wetter!",0,33,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1082.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3859,3859,3859,Kasperl/Eberl_Mandolettikraemer.csv,mein Weib – mein eignes Weib!,34,63,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1082.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
3860,3860,3860,Kasperl/Eberl_Mandolettikraemer.csv,"
       Ja du sauber’s Früchtel, ich bin’s selbst!!",0,51,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1083.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3861,3861,3861,Kasperl/Eberl_Mandolettikraemer.csv,–,52,53,character_speech,3,10,,"
       EVGEN.
      ",#evgen,1083.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3862,3862,3862,Kasperl/Eberl_Mandolettikraemer.csv,"
       Nein – nein das ist doch auch gar zu dumm, daß ich mein eignes Weib mit einem andern verhandeln wollte!",0,111,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
3863,3863,3863,Kasperl/Eberl_Mandolettikraemer.csv,– o!,112,116,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3864,3864,3864,Kasperl/Eberl_Mandolettikraemer.csv,ich Esel!,117,126,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
3865,3865,3865,Kasperl/Eberl_Mandolettikraemer.csv,– ich Esel von allen Eseln!,127,154,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
3866,3866,3866,Kasperl/Eberl_Mandolettikraemer.csv,– Hr.,155,160,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
3867,3867,3867,Kasperl/Eberl_Mandolettikraemer.csv,Baron das kann ich Ihnen auf dem Todtenbette nicht verzeihen!,161,222,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
3868,3868,3868,Kasperl/Eberl_Mandolettikraemer.csv,"– aber wart Weib, du, wann wir nach Hause kommen – freu dich!",223,284,character_speech,3,10,,"
       KASPAR.
      ",#kaspar,1084.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
