,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
1971,1971,1971,Kasperl/Huber_Der eiserne Mann I.csv,"
        (in gräßlicher Attitude)",0,33,stage_direction,3,22,inner_speech,,#eckbert,619.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1972,1972,1972,Kasperl/Huber_Der eiserne Mann I.csv,"
       Das bist du, Elender!",0,29,character_speech,3,22,,"
       Thilo.
      ",#thilo,620.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
1973,1973,1973,Kasperl/Huber_Der eiserne Mann I.csv,"
        (Es wird dunkle Nacht, Blitz und Donner.",0,49,stage_direction,3,22,inner_speech,,#thilo,620.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1974,1974,1974,Kasperl/Huber_Der eiserne Mann I.csv,– Der Blitz schlägt den Thurm auseinander.,50,92,stage_direction,3,22,inner_speech,,#thilo,620.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1975,1975,1975,Kasperl/Huber_Der eiserne Mann I.csv,"– Amandine liegt auf einem Sarg, mit Schleyer behängt)",93,147,stage_direction,3,22,inner_speech,,#thilo,620.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1976,1976,1976,Kasperl/Huber_Der eiserne Mann I.csv,"
       Gott!",0,13,character_speech,3,22,,"
       Thilo.
      ",#thilo,620.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1977,1977,1977,Kasperl/Huber_Der eiserne Mann I.csv,meine Mutter!,14,27,character_speech,3,22,,"
       Thilo.
      ",#thilo,620.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1978,1978,1978,Kasperl/Huber_Der eiserne Mann I.csv,"
        (stürzt zu ihren Füssen)",0,33,stage_direction,3,22,inner_speech,,#thilo,620.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1979,1979,1979,Kasperl/Huber_Der eiserne Mann I.csv,"
      Melodram.",0,16,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1980,1980,1980,Kasperl/Huber_Der eiserne Mann I.csv,"
       Zum letztenmal ruft euch mein Wink, ihr Geister der Finsterniß!",0,71,character_speech,3,22,,"
       Eckbert.
      ",#eckbert,621.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
1981,1981,1981,Kasperl/Huber_Der eiserne Mann I.csv,"befolget meinen Befehl, und schleudert die Kühnen in den Abgrund der Hölle!",72,147,character_speech,3,22,,"
       Eckbert.
      ",#eckbert,621.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
1982,1982,1982,Kasperl/Huber_Der eiserne Mann I.csv,–,148,149,character_speech,3,22,,"
       Eckbert.
      ",#eckbert,621.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1983,1983,1983,Kasperl/Huber_Der eiserne Mann I.csv,"
        (Ein Haufen böser Geister mit Ketten und Fackeln eilen ihm entgegen.)",0,78,stage_direction,3,22,inner_speech,,#eckbert,621.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
1984,1984,1984,Kasperl/Huber_Der eiserne Mann I.csv,"
      Entfernter Chor in Verbindung mit diesem Geisterchor.",0,60,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1985,1985,1985,Kasperl/Huber_Der eiserne Mann I.csv,"– Hugo, Kunz, Veit, Görge, Steffel, Rosa, Taddädl, Käsperle.",61,121,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1986,1986,1986,Kasperl/Huber_Der eiserne Mann I.csv,Alle Bauern.,122,134,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1987,1987,1987,Kasperl/Huber_Der eiserne Mann I.csv,Mädchen.,135,143,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1988,1988,1988,Kasperl/Huber_Der eiserne Mann I.csv,Reisige.,144,152,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1989,1989,1989,Kasperl/Huber_Der eiserne Mann I.csv,"
      (Sie umgeben ihn, fesseln ihn.",0,37,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1990,1990,1990,Kasperl/Huber_Der eiserne Mann I.csv,– Schrecklicher Blitz und Donner.,38,71,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1991,1991,1991,Kasperl/Huber_Der eiserne Mann I.csv,"– Ein kleiner Genius kommt, winkt.",72,106,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1992,1992,1992,Kasperl/Huber_Der eiserne Mann I.csv,"– Die Burg stürzt über Eckbert ein, das Grabmal der Fee verwandelt sich in ein Sphärentheater, zu gleicher Zeit entfällt dem eisernen Mann die Maske.",107,256,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1993,1993,1993,Kasperl/Huber_Der eiserne Mann I.csv,Er steht als Ritter da.,257,280,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1994,1994,1994,Kasperl/Huber_Der eiserne Mann I.csv,– Amandine als Burgfrau eilt in seine Arme.,281,324,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
1995,1995,1995,Kasperl/Huber_Der eiserne Mann I.csv,Thilo stürzt zu ihren Füssen.),325,355,stage_direction,3,22,pre_speech,,,,,fear,negative,emotions of anxiety,comedy,KK
1996,1996,1996,Kasperl/Huber_Der eiserne Mann I.csv,"
       Rudolph!",0,16,character_speech,3,22,,"
       Amandine.
      ",#amandine,622.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1997,1997,1997,Kasperl/Huber_Der eiserne Mann I.csv,mein Gemahl!,17,29,character_speech,3,22,,"
       Amandine.
      ",#amandine,622.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
1998,1998,1998,Kasperl/Huber_Der eiserne Mann I.csv,"
       Ludmilla!",0,17,character_speech,3,22,,"
       Eisenmann.
      ",#eisenmann,623.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
1999,1999,1999,Kasperl/Huber_Der eiserne Mann I.csv,"
       Meine Mutter!",0,21,character_speech,3,22,,"
       Thilo.
      ",#thilo,624.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
2000,2000,2000,Kasperl/Huber_Der eiserne Mann I.csv,"
      (Allgemeines Entzücken des Wiedersehens.)",0,48,stage_direction,3,22,pre_speech,,,,,joy,positive,emotions of pleasure,comedy,KK
2001,2001,2001,Kasperl/Huber_Der eiserne Mann I.csv,"
      (Sobald die Verwandlung des Theaters geschehen ist, kommen alle vorige von beyden Seiten herein.",0,103,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2002,2002,2002,Kasperl/Huber_Der eiserne Mann I.csv,"Hildegerde, Johanna, Bertha.",104,132,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2003,2003,2003,Kasperl/Huber_Der eiserne Mann I.csv,Alle gefangene Mädchen eilen ihren Geliebten und Anverwandten zu.),133,199,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2004,2004,2004,Kasperl/Huber_Der eiserne Mann I.csv,"Käsperle, Taddädl, Rosa.",200,224,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2005,2005,2005,Kasperl/Huber_Der eiserne Mann I.csv,u. s. w.,225,233,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2006,2006,2006,Kasperl/Huber_Der eiserne Mann I.csv,"
      Fröhlicher Jubelchor, worunter sie Amandinen umtanzen.",0,61,stage_direction,3,22,pre_speech,,,,,joy,positive,emotions of pleasure,comedy,KK
2007,2007,2007,Kasperl/Huber_Der eiserne Mann I.csv,"
      Der kleine Genius schwebt über ihnen, und wirft Blumen aus.",0,66,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2008,2008,2008,Kasperl/Huber_Der eiserne Mann I.csv,"(Zu Ende des Chors stürzt Alles zur Erde, bleibt in dieser Gruppe.)",67,134,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
2009,2009,2009,Kasperl/Huber_Der eiserne Mann I.csv,"
      Ende.",0,12,stage_direction,3,22,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
