,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
501,501,501,Kasperl/Eberl_Tode_korr.csv,Kommen just recht; kriegen den Hrn.,38,73,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,231.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
502,502,502,Kasperl/Eberl_Tode_korr.csv,Richter noch ganz warm.,74,97,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,231.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
503,503,503,Kasperl/Eberl_Tode_korr.csv,"
       So ihr saubern Zeiserln – haben wir euch ertappt.",0,57,character_speech,1,9,,"
       Weiber.
      ",#rose #trautl #everl,232.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
504,504,504,Kasperl/Eberl_Tode_korr.csv,"
       Lieber Himmel!",0,22,character_speech,1,9,,"
       Trautl.
      ",#trautl,233.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
505,505,505,Kasperl/Eberl_Tode_korr.csv,mein Mann in einem Federbett!,23,52,character_speech,1,9,,"
       Trautl.
      ",#trautl,233.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
506,506,506,Kasperl/Eberl_Tode_korr.csv,"
       Ja er ist nicht heiklich, ist ihm jedes Bettgewand recht.",0,65,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,234.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
507,507,507,Kasperl/Eberl_Tode_korr.csv,"
       (beschämt, heraussteigend)",0,34,stage_direction,1,9,speech_part,,#mauskopf,235.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
508,508,508,Kasperl/Eberl_Tode_korr.csv,"
       Schau Weiberl!",0,22,character_speech,1,9,,"
       Mauskopf.
      ",#mauskopf,235.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
509,509,509,Kasperl/Eberl_Tode_korr.csv,"muß dich nicht verdrüssen, bin nur in der Visitation gewest.",23,83,character_speech,1,9,,"
       Mauskopf.
      ",#mauskopf,235.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
510,510,510,Kasperl/Eberl_Tode_korr.csv,"
       Und mein Mann gar da oben?",0,34,character_speech,1,9,,"
       Everl.
      ",#everl,236.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
511,511,511,Kasperl/Eberl_Tode_korr.csv,"
       Ja!",0,11,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,237.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
512,512,512,Kasperl/Eberl_Tode_korr.csv,der hat die Fliegen wehren sollen.,12,46,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,237.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
513,513,513,Kasperl/Eberl_Tode_korr.csv,"
       Und der Hr.",0,19,character_speech,1,9,,"
       Trautl.
      ",#trautl,238.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
514,514,514,Kasperl/Eberl_Tode_korr.csv,Gerichtsschreiber auch da?,20,46,character_speech,1,9,,"
       Trautl.
      ",#trautl,238.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
515,515,515,Kasperl/Eberl_Tode_korr.csv,"
       Ja, das ist der Geist des Trostes; wenn die Frau einmal Wittwe wird, den rekommandire ich.",0,98,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,239.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
516,516,516,Kasperl/Eberl_Tode_korr.csv,"
       Das ist eine Injurie!",0,29,character_speech,1,9,,"
       Richter.
      ",#richter,240.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
517,517,517,Kasperl/Eberl_Tode_korr.csv,"
       (herabsteigend)",0,23,stage_direction,1,9,speech_part,,#schulmeister,241.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
518,518,518,Kasperl/Eberl_Tode_korr.csv,"
       Crimen læsæ Authoritatis, scandalum primæ classis.",0,58,character_speech,1,9,,"
       Schulmeister.
      ",#schulmeister,241.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
519,519,519,Kasperl/Eberl_Tode_korr.csv,"
       (trinkt.)",0,17,stage_direction,1,9,speech_part,,#schulmeister,241.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
520,520,520,Kasperl/Eberl_Tode_korr.csv,"
       Nun meine Herren, da stünden wohl alle, wie die Pudeln nach dem Baade; – aber Sie, meine gute Nachbarinnen, Ihnen muß ich doch das Räthsel auflösen.",0,156,character_speech,1,9,,"
       Rose.
      ",#rose,242.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
521,521,521,Kasperl/Eberl_Tode_korr.csv,Die 3 Herren haben mich schon lange verfolgt –,157,203,character_speech,1,9,,"
       Rose.
      ",#rose,242.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
522,522,522,Kasperl/Eberl_Tode_korr.csv,"
       Ja, ja!",0,15,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,243.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
523,523,523,Kasperl/Eberl_Tode_korr.csv,das ist wahr!,16,29,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,243.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
524,524,524,Kasperl/Eberl_Tode_korr.csv,Sie haben’s nirgends sicher gelassen.,30,67,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,243.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
525,525,525,Kasperl/Eberl_Tode_korr.csv,"
       Ich beschloß also den Hrn.",0,34,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
526,526,526,Kasperl/Eberl_Tode_korr.csv,einen Streich zu spielen; – dazu gab noch unsere dringende Noth Anlaß.,35,105,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
527,527,527,Kasperl/Eberl_Tode_korr.csv,Morgen wollen uns die Schuldner alles ausräumen; ich sprengte dahero heute Abends die Lüge von meines Mannes Tode aus – die 3 Hrn.,106,236,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
528,528,528,Kasperl/Eberl_Tode_korr.csv,"kamen einer nach dem andern, mir zu condoliren, und Trost zu bringen, und bothen mir gute Bezahlung an.",237,340,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
529,529,529,Kasperl/Eberl_Tode_korr.csv,Hier Frau Richterinn!,341,362,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
530,530,530,Kasperl/Eberl_Tode_korr.csv,Sie können doch ihres Mannes Schrift?,363,400,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
531,531,531,Kasperl/Eberl_Tode_korr.csv,Hier ist eine lebenslängliche Verschreibung.,401,445,character_speech,1,9,,"
       Rose.
      ",#rose,244.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
532,532,532,Kasperl/Eberl_Tode_korr.csv,"
       So wahr ich lebe!",0,25,character_speech,1,9,,"
       Trautl.
      ",#trautl,245.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
533,533,533,Kasperl/Eberl_Tode_korr.csv,meines Mannes eigene Handschrift.,26,59,character_speech,1,9,,"
       Trautl.
      ",#trautl,245.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
534,534,534,Kasperl/Eberl_Tode_korr.csv,"
       Und Sie kennen doch ihres Mannes Geldbeutel, 400 fl.",0,60,character_speech,1,9,,"
       Rose.
      ",#rose,246.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
535,535,535,Kasperl/Eberl_Tode_korr.csv,sind darinn; ist auch zum Ankauf.,61,94,character_speech,1,9,,"
       Rose.
      ",#rose,246.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
536,536,536,Kasperl/Eberl_Tode_korr.csv,"
       Der nämliche, aus dem er mir täglich s’ Marktgeld giebt; – o!",0,69,character_speech,1,9,,"
       Everl.
      ",#everl,247.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
537,537,537,Kasperl/Eberl_Tode_korr.csv,der Spitzbub!,70,83,character_speech,1,9,,"
       Everl.
      ",#everl,247.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
538,538,538,Kasperl/Eberl_Tode_korr.csv,"
       Meine liebe Frau Nachbarinn, damit sie sehen, daß ich ein ehrliches Weib bin, so stell’ ich Ihnen das wieder zurück, was uns ohne ihren Wissen und Willen nicht gehören kann; – denn ob uns gleich die Noth drückt, so denk ich doch: Ehrlich währt am längsten.",0,264,character_speech,1,9,,"
       Rose.
      ",#rose,248.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
539,539,539,Kasperl/Eberl_Tode_korr.csv,"
       (küßt sie)",0,18,stage_direction,1,9,speech_part,,#trautl,249.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
540,540,540,Kasperl/Eberl_Tode_korr.csv,"
       Die Frau Rosel ist ein braves Weib!",0,43,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
541,541,541,Kasperl/Eberl_Tode_korr.csv,und mein Mann der Schlingel!,44,72,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
542,542,542,Kasperl/Eberl_Tode_korr.csv,soll bezahlt werden für seinen Raps!,73,109,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
543,543,543,Kasperl/Eberl_Tode_korr.csv,"Ich hab kein Kind, bin reich; Der Frau Rosel soll er also halten müssen, alles was er verschrieben hat; das will ich selber ausmachen.",110,244,character_speech,1,9,,"
       Trautl.
      ",#trautl,249.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
544,544,544,Kasperl/Eberl_Tode_korr.csv,"
       Frau Trautl!",0,20,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
545,545,545,Kasperl/Eberl_Tode_korr.csv,"das ist großmüthig, und wird der Himmel bezahlen!",21,70,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
546,546,546,Kasperl/Eberl_Tode_korr.csv,auf solche Art kann ich das Geschenk ohne Flecken meiner Ehre behalten.,71,142,character_speech,1,9,,"
       Rose.
      ",#rose,250.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
547,547,547,Kasperl/Eberl_Tode_korr.csv,"
       Und auch der Geldbeutel soll euer seyn.",0,47,character_speech,1,9,,"
       Everl.
      ",#everl,251.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
548,548,548,Kasperl/Eberl_Tode_korr.csv,"
       Frau Nachbarinn, wo soll ich mit so viel hin?",0,53,character_speech,1,9,,"
       Rose.
      ",#rose,252.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
549,549,549,Kasperl/Eberl_Tode_korr.csv,"
       Greif zu Rosel!",0,23,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
550,550,550,Kasperl/Eberl_Tode_korr.csv,greif zu!,24,33,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
551,551,551,Kasperl/Eberl_Tode_korr.csv,"wird’dir schon sagen, was wir damit machen; aber meine Hrn.",34,93,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
552,552,552,Kasperl/Eberl_Tode_korr.csv,Hausfreunde!,94,106,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
553,553,553,Kasperl/Eberl_Tode_korr.csv,was machen denn Sie für sauere Gesichter?,107,148,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,253.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
554,554,554,Kasperl/Eberl_Tode_korr.csv,"
       (zum Schulmeister)",0,26,stage_direction,1,9,speech_part,,#richter,254.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
555,555,555,Kasperl/Eberl_Tode_korr.csv,"
       Du!",0,11,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
556,556,556,Kasperl/Eberl_Tode_korr.csv,sollen wir das leiden?,12,34,character_speech,1,9,,"
       Richter.
      ",#richter,254.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
557,557,557,Kasperl/Eberl_Tode_korr.csv,"
       Mach’s klüger, wenn du kannst.",0,38,character_speech,1,9,,"
       Schulmeister.
      ",#schulmeister,255.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
558,558,558,Kasperl/Eberl_Tode_korr.csv,"
       Ohne weiters!",0,21,character_speech,1,9,,"
       Trautl.
      ",#trautl,256.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
559,559,559,Kasperl/Eberl_Tode_korr.csv,"– seyd’s froh, daß ihr so durchgewischt seyd.",22,67,character_speech,1,9,,"
       Trautl.
      ",#trautl,256.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
560,560,560,Kasperl/Eberl_Tode_korr.csv,"
       Und nun Hr.",0,19,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
561,561,561,Kasperl/Eberl_Tode_korr.csv,Gerichtsschreiber!,20,38,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
562,562,562,Kasperl/Eberl_Tode_korr.csv,"Ihnen geb’ ich Ihre Allmosen nicht wieder; aber austheilen will ich’s unter die Armen; denn mit dieser Schrift, und diesem Geldbeutel wird keine Kunst mehr seyn, als ehrliche Leute durchzukommen.",39,234,character_speech,1,9,,"
       Rose.
      ",#rose,257.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
563,563,563,Kasperl/Eberl_Tode_korr.csv,"
       Das ist recht, und löblich!",0,35,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
564,564,564,Kasperl/Eberl_Tode_korr.csv,"Die Herrn werden sich’s wohl in Zukunft vergehen lassen, hübsche Wittwen ohne Todtenbeschau zu besuchen; also nichts für ungut!",36,163,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
565,565,565,Kasperl/Eberl_Tode_korr.csv,"’s war ein lustiger Einfall, und mein Rath wäre, wir nähmen von dem Geist des Trostes",164,249,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
566,566,566,Kasperl/Eberl_Tode_korr.csv,"
        (auf die Flasche zeigend)",0,34,stage_direction,1,9,inner_speech,,#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
567,567,567,Kasperl/Eberl_Tode_korr.csv,"
       einige Tropfen zu uns, und würden wieder gute Freunde – aber so viel ich sehe, so wird der wohl zu wenig werden.",0,120,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,258.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
568,568,568,Kasperl/Eberl_Tode_korr.csv,"
       Da kann ich helfen: ich habe noch zur Vorsorge eine mitgebracht.",0,72,character_speech,1,9,,"
       Katzbalg.
      ",#katzbalg,259.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
569,569,569,Kasperl/Eberl_Tode_korr.csv,"
       (holt eine Flasche aus dem Mantel hervor.)",0,50,stage_direction,1,9,speech_part,,#katzbalg,259.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
570,570,570,Kasperl/Eberl_Tode_korr.csv,"
       Bravo!",0,14,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
571,571,571,Kasperl/Eberl_Tode_korr.csv,der Herr hat Provision von Trosttropfen – nu also gute Freunde!,15,78,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
572,572,572,Kasperl/Eberl_Tode_korr.csv,–,79,80,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,260.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
573,573,573,Kasperl/Eberl_Tode_korr.csv,"
       Nu meinetwegen; so solls auch blos als ein Fastnachtsstückel angesehen seyn.",0,84,character_speech,1,9,,"
       Richter.
      ",#richter,261.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
574,574,574,Kasperl/Eberl_Tode_korr.csv,"
       (zu Rose)",0,17,stage_direction,1,9,speech_part,,#kaspar,262.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
575,575,575,Kasperl/Eberl_Tode_korr.csv,"
       Du Weiberl!",0,19,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
576,576,576,Kasperl/Eberl_Tode_korr.csv,dir will ich meinen Dank insbesondere abstatten.,20,68,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
577,577,577,Kasperl/Eberl_Tode_korr.csv,"So hab’ ich’s halt doch erfahren, daß ein Weib der Schatz eines Mannes ist, und ihm auf die honneteste Art nutzen kann.",69,188,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,262.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
578,578,578,Kasperl/Eberl_Tode_korr.csv,"
       Frau Rosel!",0,19,character_speech,1,9,,"
       Richter.
      ",#richter,263.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
579,579,579,Kasperl/Eberl_Tode_korr.csv,"nichts für ungut, denn ich war ein Esel.",20,60,character_speech,1,9,,"
       Richter.
      ",#richter,263.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
580,580,580,Kasperl/Eberl_Tode_korr.csv,"
       Geschwind trinken wir die Gesundheit des Herrn Richters!",0,64,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
581,581,581,Kasperl/Eberl_Tode_korr.csv,Er soll leben!,65,79,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
582,582,582,Kasperl/Eberl_Tode_korr.csv,"und alle Ehemänner, die die Glückseligkeit genießen, die da heißt: glücklich ist der Mann, welcher kennt seine Hausfreunde!",80,203,character_speech,1,9,,"
       Kaspar.
      ",#kaspar,264.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
583,583,583,Kasperl/Eberl_Tode_korr.csv,"
     Ende der Posse.",0,21,stage_direction,1,9,pre_scene,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
