,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
44,44,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Hast du sie denn schon vergessen meine Liebesgeschichte, wie inniglich, wie treu, mit welcher Zärtlichkeit ich Sophien liebte; wie ich so innig an ihr hieng wie die Rose an dem Pappelbäumchen.",40,232,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,15.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
45,45,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Dennoch mußt ich sie vergeßen.,233,263,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,15.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
46,46,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Noch, Freund!",264,277,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,15.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
47,47,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"möcht’ ich blutige Tropen weinen, wenn ich an jenem seligen Zeitpunkt zurück denke.",278,361,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,15.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
48,48,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Ach, ich war so unglücklich sie zu verlieren, und wenn mir sie das Verhängniß nicht durch einen außerordentlichen Zufall wieder in meine Arme wirft, so ist sie für mich, auf ewig dahin!",362,547,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,15.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
49,49,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Verzeih mir, Herzensfreund!",0,35,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,16.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
50,50,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Ich erinnere mich deiner Geschichte freilich noch sehr wohl; allein du weißt auch um meinen Kummer, der mich so kleinmüthig zu Boden drückt.",36,176,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,16.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
51,51,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Ach, bey dir ist’s doch noch eine andere Sache: du hast noch Aussicht, Hilfe und Trost vor dir: aber ich armer Mann bin vielleicht bald ein reifes Opfer des Schicksals –",0,177,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,17.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
52,52,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       (mit wonniger Geberde)",0,30,stage_direction,1,1,speech_part,,#liebenthal,18.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
53,53,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Wie?",0,12,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
54,54,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Bruder!,13,20,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,18.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
55,55,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"für mich wäre noch Aussicht, Hilfe und Trost vorhanden?",21,76,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,18.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
56,56,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Aber sage mir nur: auf welche Weise?,77,113,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
57,57,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Höre, mein Liebenthal.",0,30,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,19.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
58,58,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Heute war ich ganz alleine beym Fourierschütz, welcher mich ganz traulich versicherte, daß, wenn er die Vollmacht hätte, in Betref deiner Liebessache zu handeln, wie er wollte, derselbe eine Wette einzugehn sich getraute, daß er dir dein Röschen in zweymal vier und zwanzig Stunden als Eigenthum verschaffen würde; und überdieß noch müßte Meister Knieriem von seiner rasenden Eifersucht auch gänzlich geheilt seyn.",31,445,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,19.0,UNKNOWN,friendship,positive,emotions of affection,comedy,KK
59,59,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Was sagst du dazu?,446,464,character_speech,1,1,,"
       Blumhaim.
      ",#blumhaim,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
60,60,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Daß der Mensch wahrlich kein Narr ist, wenn er sich so einen Plan auszuführen getrauete.",0,96,character_speech,1,1,,"
       Liebenthal.
      ",#liebenthal,20.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
61,61,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
      Fourierschütz.",0,21,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
62,62,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Johann.,22,29,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
63,63,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Vorige.,30,37,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
64,64,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       (welcher hinter der Schenke die beiden schon eine Weile behorcht hatte, springt mit einer Boutelle Wein in der Hand, plötzlich hervor)",0,142,stage_direction,1,2,speech_part,,#johann,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
65,65,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Ei, schönen Dank, Herr Feldwebel!",0,41,character_speech,1,2,,"
       Johann.
      ",#johann,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
66,66,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Ich finde das alte Sprichwort: Kinder und Narren reden meistens die Wahrheit!,42,119,character_speech,1,2,,"
       Johann.
      ",#johann,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
67,67,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,hier sehr anpassend.,120,140,character_speech,1,2,,"
       Johann.
      ",#johann,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
68,68,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Verschon er mich mit seinen Alletagspossereien; ich bin heute gar nicht geneigt, seine Narrheiten anzuhören.",0,116,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,22.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
69,69,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Sie haben erst gesagt, daß ich kein Narr sey.",0,53,character_speech,1,2,,"
       Johann.
      ",#johann,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
70,70,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"– Mit dem Fach der närrischen Liebe Scherz zu treiben, ist gar meine Sache nicht.",54,135,character_speech,1,2,,"
       Johann.
      ",#johann,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
71,71,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Sie befehlen, daß ich schweige – und meine Zunge ist gelähmt.",136,197,character_speech,1,2,,"
       Johann.
      ",#johann,23.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
72,72,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Jedoch wärs mir sehr lieb gewesen, wenn Sie meinen Vorschlägen ein geneigtes Gehör gegeben haben würden.",198,302,character_speech,1,2,,"
       Johann.
      ",#johann,23.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
73,73,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Ich glaube, es könnte doch wohl eine kleine Probe dieses klugen Einfalls versucht werden.",0,97,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
74,74,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Sollte auch der Versuch in etwas mißlingen, so haben wir doch den Vortheil, daß wir den Hochzeitstag weiter hinaus verschoben und Zeit gewonen haben, neue Maßregeln zu ergreifen.",98,276,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,24.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
75,75,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Und mit diesem Versuch können wir’s etwa so weit bringen, daß mir sogar der Zutritt im Hause versagt wird.",0,114,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
76,76,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Eija verlaß dich nur auf mich, Bruder!",0,46,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,26.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
77,77,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"– Knieriem ist ja mein Schwager und zu dem hast du ja sein Weib, meine Schwester, im Sacke.",47,138,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
78,78,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Basta, so sey’s.",0,24,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,27.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
79,79,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Frisch gewagt ist halb gewonnen.,25,57,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,27.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
80,80,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Schlägt die Probe fehl so ist die Hoffnung eitel Dunst – und der Besitz meines geliebten Röschens Pulferdampf –,58,169,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,27.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
81,81,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       (reicht ihm die Hand)",0,29,stage_direction,1,2,speech_part,,#blumhaim,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
82,82,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Schlag ein, Bruder!",0,27,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,28.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
83,83,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,daß du alles thun willst was wir von dir verlangen.,28,79,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,28.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
84,84,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       (schlägt ein)",0,21,stage_direction,1,2,speech_part,,#liebenthal,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
85,85,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Hier ist meine Hand, macht mit mir, was ihr wollt; ich bin’s zufrieden.",0,79,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,29.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
86,86,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       (vor Freude springend)",0,30,stage_direction,1,2,speech_part,,#johann,30.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
87,87,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Fallitera!",0,18,character_speech,1,2,,"
       Johann.
      ",#johann,30.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
88,88,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Trallitera!,19,30,character_speech,1,2,,"
       Johann.
      ",#johann,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
89,89,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Nun bin ich ganz wieder neugebohren Nicht, dem die Braut vermeint ist, sondern der sie bekömmt, führt sie zum – Tanz.",31,148,character_speech,1,2,,"
       Johann.
      ",#johann,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
90,90,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Ich gelobe es Ihnen bei dem rothen Katter meiner Großmutter, mich soll der allerschönste Leopoldstädter Teufel holen, ich will nicht mehr Johann der berühmte Eisenfresser heissen, wenn sie nicht in zweymal vier und zwanzig Stunden Röschen zur Frau Gemahlin haben.",149,412,character_speech,1,2,,"
       Johann.
      ",#johann,30.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
91,91,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,Amen!,413,418,character_speech,1,2,,"
       Johann.
      ",#johann,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
92,92,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Johann!",0,15,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,31.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
93,93,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,ist er im Stande dieses zu bewirken; so soll eine vollgespickte Börse seine Bemühung krönen.,16,108,character_speech,1,2,,"
       Liebenthal.
      ",#liebenthal,31.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
94,94,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Amen!",0,13,character_speech,1,2,,"
       Johann.
      ",#johann,32.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
95,95,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Es ist wirklich so viel, als ob ich sie schon in meiner Tasche hätte.",14,83,character_speech,1,2,,"
       Johann.
      ",#johann,32.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
96,96,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Nur nicht zu rasch.",0,27,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,33.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
97,97,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Kennt er alle Schwierigkeiten unsers Plans, alle die Hindernisse welche der Ausführung im Wege stehen?",28,130,character_speech,1,2,,"
       Blumhaim.
      ",#blumhaim,33.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
98,98,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"
       Ich kenne sie allzugut; aber List und Vorsicht werden mir jede Schwierigkeit überwinden helfen.",0,103,character_speech,1,2,,"
       Johann.
      ",#johann,34.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
99,99,Kasperl/Huber_Der eifersüchtige Schuster_korr.csv,"Monsieur Knieriem muß so zahm werden, wie der erste Vorsteher der Simonibruderschaft von Krems.",104,199,character_speech,1,2,,"
       Johann.
      ",#johann,34.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
