,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
10,10,GerDracor/pfeil-lucie-woodvil.xml,"Sieh auf angenehmere Szenen deines Lebens: Auf die Unglücklichen, denen du in deinen
              weisern Jahren die Zähre des Elends abgetrocknet hast: Auf deinen Sohn, welcher der
              Welt einen vernünftigen Mann verspricht: Auf Lucien –",0,250,character_speech,1,1,,ROBERT.,#robert,4.0,MALE,joy,positive,emotions of pleasure
11,11,GerDracor/pfeil-lucie-woodvil.xml,Nenne mir diesen Namen nicht.,0,29,character_speech,1,1,,WILLHELM.,#willhelm,5.0,MALE,no_annotation,no_annotation,no_annotation
12,12,GerDracor/pfeil-lucie-woodvil.xml,Er ist ein Dolch in meiner Seele.,30,63,character_speech,1,1,,WILLHELM.,#willhelm,5.0,MALE,love,positive,emotions of affection
13,13,GerDracor/pfeil-lucie-woodvil.xml,Wie?,0,4,character_speech,1,1,,ROBERT.,#robert,6.0,MALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/pfeil-lucie-woodvil.xml,"der Name derjenigen, die alle deine Liebe besitzt?",5,55,character_speech,1,1,,ROBERT.,#robert,6.0,MALE,love,positive,emotions of affection
15,15,GerDracor/pfeil-lucie-woodvil.xml,"die dir ebensoviel Liebe
              wieder zurückgibt?",56,113,character_speech,1,1,,ROBERT.,#robert,6.0,MALE,love,positive,emotions of affection
16,16,GerDracor/pfeil-lucie-woodvil.xml,"Sprich vielmehr, die mich hassen, die mich verabscheuen müßte, wenn ich mich nicht
              bemühete, das Laster, mit welchem ich sie beleidiget habe, vor der ganzen Welt und
              ihren eigenen Augen, außer vor den deinigen, zu verbergen.",0,252,character_speech,1,1,,WILLHELM.,#willhelm,7.0,MALE,abhorrence,negative,emotions of rejection
17,17,GerDracor/pfeil-lucie-woodvil.xml,"Und selbst dies, daß du es verbirgst, kann dich beruhigen.",0,58,character_speech,1,1,,ROBERT.,#robert,8.0,MALE,no_annotation,no_annotation,no_annotation
18,18,GerDracor/pfeil-lucie-woodvil.xml,Mich beruhigen?,0,15,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,being moved,being moved,being moved
19,19,GerDracor/pfeil-lucie-woodvil.xml,Kennst du mein Herz nicht?,16,42,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,love,positive,emotions of affection
20,20,GerDracor/pfeil-lucie-woodvil.xml,"Wieviel Freuden, unaussprechliche Freuden,
              raubt mir die Verbergung dieses Geheimnisses auf der einen Seite!",43,165,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,joy,positive,emotions of pleasure
21,21,GerDracor/pfeil-lucie-woodvil.xml,"und mit wieviel
              neuen Martern quält sie mich von der andern!",166,240,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,suffering,negative,emotions of suffering and empathy
22,22,GerDracor/pfeil-lucie-woodvil.xml,"Kein Augenblick, seitdem ich sie aus der
              Aufsicht der unglücklichen Frau Norris in mein Haus genommen habe, ist
              verschwunden, da ich nicht, so oft ich sie sehe, erzittere.",241,440,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,desire,positive,emotions of affection
23,23,GerDracor/pfeil-lucie-woodvil.xml,"Welche Stiche fühlt mein
              Herz, wenn sie mit allen ihren einnehmenden Liebkosungen mir für die Proben der Liebe
              und Freundlichkeit schmeichelt, die sie meiner Güte und Menschenliebe zuschreibt, und
              die sie – ach Freund!",441,701,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,love,positive,emotions of affection
24,24,GerDracor/pfeil-lucie-woodvil.xml,wem?,702,706,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,no_annotation,no_annotation,no_annotation
25,25,GerDracor/pfeil-lucie-woodvil.xml,– dem Laster zu danken hat.,707,734,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,no_annotation,no_annotation,no_annotation
26,26,GerDracor/pfeil-lucie-woodvil.xml,"Alle Lobsprüche, mit denen mich
              die Unwissenheit meiner Freunde und Bekannten erhebet, verwandeln sich in meiner Seele
              in ebensoviel Spöttereien.",735,908,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,abhorrence,negative,emotions of rejection
27,27,GerDracor/pfeil-lucie-woodvil.xml,"Sie sind mir ein neuer Beweis von der Blindheit und
              Torheit, mit der die Welt nur gar zu oft Leute erhebet, die sie nicht kennet, mit der
              sie Handlungen als Tugenden preist, die bei allem ihrem äußerlichen Glanze Laster
              sind.",909,1176,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,abhorrence,negative,emotions of rejection
28,28,GerDracor/pfeil-lucie-woodvil.xml,"Warum erheben sie doch meine Menschenliebe, mit welcher ich mich eines
              unglücklichen Mädchens annehme, das von ihren Eltern weggesetzet, dem Verderben und
              dem Mitleid andrer war überlassen worden?",1177,1401,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,compassion,negative,emotions of suffering and empathy
29,29,GerDracor/pfeil-lucie-woodvil.xml,"Wüßten sie, daß alle diese Gütigkeiten nicht
              das Werk der Menschenliebe, sondern das Werk der Pflicht sind, und zwar einer Pflicht,
              die aus dem niedrigsten Laster entspringt, sie würden mich ebendeswegen verachten,
              warum sie mich loben.",1402,1680,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,abhorrence,negative,emotions of rejection
30,30,GerDracor/pfeil-lucie-woodvil.xml,"Ich vergieße heimlich Tränen über ihren lärmenden Beifall, wenn
              sie vielleicht glauben, daß ich darüber entzückt bin.",1681,1812,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,suffering,negative,emotions of suffering and empathy
31,31,GerDracor/pfeil-lucie-woodvil.xml,"Freund, Freund, welcher
              Unterschied zwischen einem Manne, den die Welt lobet und dem sein Herz saget, daß er
              dies Lob verdienet, und dem, der es fühlt, daß sie ihn nur bloß deswegen lobet, weil
              sie seine Schande nicht weiß.",1813,2078,character_speech,1,1,,WILLHELM.,#willhelm,9.0,MALE,suffering,negative,emotions of suffering and empathy
32,32,GerDracor/pfeil-lucie-woodvil.xml,"Dein allzu zärtliches Herz überläßt sich einem Kummer, den es entbehren könnte.",0,79,character_speech,1,1,,ROBERT.,#robert,10.0,MALE,suffering,negative,emotions of suffering and empathy
33,33,GerDracor/pfeil-lucie-woodvil.xml,Erinnre dich an Luciens Tugend.,94,125,character_speech,1,1,,ROBERT.,#robert,10.0,MALE,joy,positive,emotions of pleasure
34,34,GerDracor/pfeil-lucie-woodvil.xml,"Sie allein könnte dir die Empfindung aller deiner
              Schmerzen rauben, wenn sie auch alle gegründet wären.",126,243,character_speech,1,1,,ROBERT.,#robert,10.0,MALE,suffering,negative,emotions of suffering and empathy
35,35,GerDracor/pfeil-lucie-woodvil.xml,"Was ist menschliche Tugend, Robert!",0,35,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,anger,negative,emotions of rejection
36,36,GerDracor/pfeil-lucie-woodvil.xml,"Wir, die wir oft nicht wissen, daß unsre eigne
              bereits in Gefahr ist, zu scheitern, können wir wissen, wie lange fremde noch blühen
              wird?",36,201,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,suffering,negative,emotions of suffering and empathy
37,37,GerDracor/pfeil-lucie-woodvil.xml,Ich will Lucien nicht durch diese Rede beleidigen.,202,252,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,no_annotation,no_annotation,no_annotation
38,38,GerDracor/pfeil-lucie-woodvil.xml,"Bisher habe ich ihr Herz noch
              jederzeit edel gefunden.",253,321,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,"admiration, reverence",positive,emotions of affection
39,39,GerDracor/pfeil-lucie-woodvil.xml,"Aber, Freund!",322,335,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,friendship,positive,emotions of affection
40,40,GerDracor/pfeil-lucie-woodvil.xml,"was für eine quälende Entdeckung für mich habe
              ich gemachet!",336,410,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,suffering,negative,emotions of suffering and empathy
41,41,GerDracor/pfeil-lucie-woodvil.xml,Ihr Auge verrät seit einiger Zeit einen heimlichen Gram.,411,467,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,suffering,negative,emotions of suffering and empathy
42,42,GerDracor/pfeil-lucie-woodvil.xml,"Konnte mir, der
              ich sie mehr als mich selbst liebe, dieser Gram unbemerket bleiben?",468,565,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,love,positive,emotions of affection
43,43,GerDracor/pfeil-lucie-woodvil.xml,"Selbst dieser ihr
              so natürliche Stolz, dieser einzige Fehler, den ich an ihr zu verbessern suche,
              scheint bisweilen gänzlich aus ihren Mienen verbannet zu sein.",566,754,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,no_annotation,no_annotation,no_annotation
44,44,GerDracor/pfeil-lucie-woodvil.xml,"Sie hat gewisse
              Ahndungen in mir rege gemachet, die meine ganze Seele erschüttern.",755,851,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,suffering,negative,emotions of suffering and empathy
45,45,GerDracor/pfeil-lucie-woodvil.xml,"Ich, der ich die
              Liebe aus der unglücklichen Erfahrung kenne, weiß  alle die verborgenen
              Krümmen, durch welche sie sich in das Herz einschleicht und zuerst wieder ausbricht.",852,1053,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,love,positive,emotions of affection
46,46,GerDracor/pfeil-lucie-woodvil.xml,Gott!,1068,1073,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,being moved,being moved,being moved
47,47,GerDracor/pfeil-lucie-woodvil.xml,"ich zittere für die Tugend der Lucie, wenn sie liebet.",1074,1128,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,love,positive,emotions of affection
48,48,GerDracor/pfeil-lucie-woodvil.xml,"Wen könnte sie sonst
              lieben, als meinen Sohn?",1129,1188,character_speech,1,1,,WILLHELM.,#willhelm,11.0,MALE,love,positive,emotions of affection
49,49,GerDracor/pfeil-lucie-woodvil.xml,"Deinen Sohn, Willhelm, wie erschreckest du mich?",0,48,character_speech,1,1,,ROBERT.,#robert,12.0,MALE,fear,negative,emotions of anxiety
50,50,GerDracor/pfeil-lucie-woodvil.xml,"Was können diese öftern Seufzer in seiner Gegenwart, diese Augen, die oft schmachtend
              auf die seinigen geheftet sind, dieser Ton der Zärtlichkeit, der die gemeinsten Reden
              an ihn begleitet, diese Schamröte, mit der sie ihn anblickt, und die ihr ein
              heimlicher Zeuge ihrer Verbrechen wird; was können diese weiter zu bedeuten haben?",0,373,character_speech,1,1,,WILLHELM.,#willhelm,13.0,MALE,love,positive,emotions of affection
51,51,GerDracor/pfeil-lucie-woodvil.xml,Wie beantwortet sie Sir Karl?,0,29,character_speech,1,1,,ROBERT.,#robert,14.0,MALE,no_annotation,no_annotation,no_annotation
52,52,GerDracor/pfeil-lucie-woodvil.xml,Mit Kaltsinnigkeit.,0,19,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,being moved,being moved,being moved
53,53,GerDracor/pfeil-lucie-woodvil.xml,"Dies ist noch der einzige Trost, den mein Herz dabei empfindet.",20,83,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,joy,positive,emotions of pleasure
54,54,GerDracor/pfeil-lucie-woodvil.xml,Aber ach!,98,107,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,suffering,negative,emotions of suffering and empathy
55,55,GerDracor/pfeil-lucie-woodvil.xml,wie kurz kann er vielleicht dauern.,108,143,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,no_annotation,no_annotation,no_annotation
56,56,GerDracor/pfeil-lucie-woodvil.xml,"Wie leicht kann Karl wankend werden,
              zumal wenn Amaliens Sprödigkeit noch länger währet.",144,246,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,being moved,being moved,being moved
57,57,GerDracor/pfeil-lucie-woodvil.xml,"Dieser heutige Tag soll mich
              lehren, ob ich noch unglücklicher werden kann, als ich schon bin.",247,355,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,suffering,negative,emotions of suffering and empathy
58,58,GerDracor/pfeil-lucie-woodvil.xml,"Ich will ihr die
              unter uns verabredete Verbindung meines Sohnes mit deiner Amalie entdecken.",356,462,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,no_annotation,no_annotation,no_annotation
59,59,GerDracor/pfeil-lucie-woodvil.xml,"Die Miene,
              mit der sie diese Nachricht aufnehmen wird, soll mir ihre ganze Seele aufklären.",463,568,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,being moved,being moved,being moved
60,60,GerDracor/pfeil-lucie-woodvil.xml,"Ich
              habe ihr gesaget, daß ich sie hier erwarte, und ich wundere mich, daß sie nicht schon
              hier ist.",569,696,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,being moved,being moved,being moved
61,61,GerDracor/pfeil-lucie-woodvil.xml,Gott!,697,702,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,being moved,being moved,being moved
62,62,GerDracor/pfeil-lucie-woodvil.xml,"schütze Luciens Tugend wider ihr eigenes Herz und laß mich dereinst,
              wenn ich sterbe, sie noch tugendhaft in meine Arme schließen!",703,847,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,love,positive,emotions of affection
63,63,GerDracor/pfeil-lucie-woodvil.xml,"Sie kömmt, Robert.",848,866,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,no_annotation,no_annotation,no_annotation
64,64,GerDracor/pfeil-lucie-woodvil.xml,Ach!,867,871,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,suffering,negative,emotions of suffering and empathy
65,65,GerDracor/pfeil-lucie-woodvil.xml,"sie wischt eine Träne, eine vielleicht strafbare Träne von ihren Wangen.",886,958,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,suffering,negative,emotions of suffering and empathy
66,66,GerDracor/pfeil-lucie-woodvil.xml,"Laß mich
              allein mit ihr, lieber Freund.",959,1012,character_speech,1,1,,WILLHELM.,#willhelm,15.0,MALE,friendship,positive,emotions of affection
67,67,GerDracor/pfeil-lucie-woodvil.xml,Der Himmel segne deine und Luciens Tugend und lasse deinen Argwohn vergeblich sein!,0,83,character_speech,1,1,,ROBERT.,#robert,16.0,MALE,"admiration, reverence",positive,emotions of affection
68,68,GerDracor/pfeil-lucie-woodvil.xml,Geht ab.,0,8,stage_direction,1,1,inner_speech,,#robert,16.0,MALE,no_annotation,no_annotation,no_annotation
69,69,GerDracor/pfeil-lucie-woodvil.xml,Willhelm Southwell.,0,19,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation
70,70,GerDracor/pfeil-lucie-woodvil.xml,Lucie Woodvil.,20,34,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation
71,71,GerDracor/pfeil-lucie-woodvil.xml,"War es nicht eine Träne, meine Lucie, die ich Sie diesen Augenblick von Ihren Wangen
              abtrocknen sah?",0,114,character_speech,1,2,,WILLHELM.,#willhelm,17.0,MALE,suffering,negative,emotions of suffering and empathy
72,72,GerDracor/pfeil-lucie-woodvil.xml,"Verbergen Sie das Geheimnis dieser Träne vor Ihrem Southwell
              nicht.",115,196,character_speech,1,2,,WILLHELM.,#willhelm,17.0,MALE,suffering,negative,emotions of suffering and empathy
73,73,GerDracor/pfeil-lucie-woodvil.xml,"Sie irren sich, Sir Willhelm, und war es ja eine, so war es eine Träne der Freude,
              die mich Ihre Sorgfalt und Ihre Zärtlichkeit, womit Sie Ihre arme verlassene Lucie
              überhäufen, zu vergießen nötigte.",0,227,character_speech,1,2,,LUCIE.,#lucie,18.0,FEMALE,joy,positive,emotions of pleasure
74,74,GerDracor/pfeil-lucie-woodvil.xml,Täuschen Sie mein Herz nicht.,0,29,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,being moved,being moved,being moved
75,75,GerDracor/pfeil-lucie-woodvil.xml,"Es weiß die Tränen der Freude und des Grams voneinander
              zu unterscheiden.",30,117,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,joy,positive,emotions of pleasure
76,76,GerDracor/pfeil-lucie-woodvil.xml,"Wieviel Qual hat  mich nicht schon dieser Gram, den ich
              seit einiger Zeit in Ihrem Gesichte lese, gekostet!",118,239,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,suffering,negative,emotions of suffering and empathy
77,77,GerDracor/pfeil-lucie-woodvil.xml,"Können Sie empfinden, was das Herz
              Ihres Southwells, der Sie noch mehr als ein Vater seine Tochter lieben würde, wenn es
              möglich wäre, bei Ihren Leiden fühlen muß?",240,431,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,suffering,negative,emotions of suffering and empathy
78,78,GerDracor/pfeil-lucie-woodvil.xml,"Können Sie es empfinden, Lucie?",432,463,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,no_annotation,no_annotation,no_annotation
79,79,GerDracor/pfeil-lucie-woodvil.xml,"Ohnmöglich
              können Sie es.",464,503,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,no_annotation,no_annotation,no_annotation
80,80,GerDracor/pfeil-lucie-woodvil.xml,"Sie würden sonst Ihren Schmerz in seinen freundschaftlichen Busen
              ausschütten.",504,596,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,suffering,negative,emotions of suffering and empathy
81,81,GerDracor/pfeil-lucie-woodvil.xml,Sie würden ihn in Ihre ganze Seele hineinschauen lassen.,597,653,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,love,positive,emotions of affection
82,82,GerDracor/pfeil-lucie-woodvil.xml,"Er würde Sie
              sodann trösten und vielleicht die Freude genüßen, Sie durch die Hilfe Ihrer Tugend und
              seines Trostes weniger traurig zu sehen.",654,822,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,joy,positive,emotions of pleasure
83,83,GerDracor/pfeil-lucie-woodvil.xml,"Warum rauben Sie doch Ihrem besten Freunde
              das elende Vergnügen, mit Ihnen wenigstens klagen zu dürfen?",823,940,character_speech,1,2,,WILLHELM.,#willhelm,19.0,MALE,suffering,negative,emotions of suffering and empathy
84,84,GerDracor/pfeil-lucie-woodvil.xml,Sie töten mein Herz durch Ihre Gütigkeit.,0,41,character_speech,1,2,,LUCIE.,#lucie,20.0,FEMALE,"admiration, reverence",positive,emotions of affection
85,85,GerDracor/pfeil-lucie-woodvil.xml,Verschwenden Sie solche nicht länger.,42,79,character_speech,1,2,,LUCIE.,#lucie,20.0,FEMALE,no_annotation,no_annotation,no_annotation
86,86,GerDracor/pfeil-lucie-woodvil.xml,"Sie
              verschwenden sie an einer Unwürdigen.",80,135,character_speech,1,2,,LUCIE.,#lucie,20.0,FEMALE,abhorrence,negative,emotions of rejection
87,87,GerDracor/pfeil-lucie-woodvil.xml,"An einer Unwürdigen, da meine Lucie tugendhaft ist?",0,51,character_speech,1,2,,WILLHELM.,#willhelm,21.0,MALE,no_annotation,no_annotation,no_annotation
88,88,GerDracor/pfeil-lucie-woodvil.xml,beiseite.,0,9,stage_direction,1,2,speech_part,,#lucie,22.0,FEMALE,no_annotation,no_annotation,no_annotation
89,89,GerDracor/pfeil-lucie-woodvil.xml,Elende Tugend!,0,14,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
90,90,GerDracor/pfeil-lucie-woodvil.xml,Zu Southwell.,0,13,stage_direction,1,2,inner_speech,,#lucie,22.0,FEMALE,no_annotation,no_annotation,no_annotation
91,91,GerDracor/pfeil-lucie-woodvil.xml," Ihre Zärtlichkeit für mich läßt Ihnen
              vielleicht meinen Gram heftiger mutmaßen, als er wirklich ist.",0,115,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,love,positive,emotions of affection
92,92,GerDracor/pfeil-lucie-woodvil.xml,"Ich verberge mein Herz
              nicht länger vor Ihnen, da Sie es befehlen, und da ich es nur ohnedies, sich zu
              verbergen, gezwungen habe, damit ich Sie nicht beleidigen möchte.",116,312,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,love,positive,emotions of affection
93,93,GerDracor/pfeil-lucie-woodvil.xml,"Vergeben Sie also
              meiner Schwachheit, wenn Sie aus meinem Geständnisse lernen, daß ich die wenigsten
              Proben Ihrer Liebe verdiene.",313,470,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
94,94,GerDracor/pfeil-lucie-woodvil.xml,"Sie haben mit mir, die ich, von meinen Eltern verlassen,
              dem Elende und der Dürftigkeit ohne Sie zum Opfer geworden sein würde, Mitleiden
              gehabt.",471,644,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,compassion,negative,emotions of suffering and empathy
95,95,GerDracor/pfeil-lucie-woodvil.xml,"Sie haben mir Gütigkeiten erwiesen, ehe noch meine Lippen fähig gewesen, Ihnen
              dafür zu danken.",645,754,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,"admiration, reverence",positive,emotions of affection
96,96,GerDracor/pfeil-lucie-woodvil.xml,"Sie haben mich bei der Frau Norris in allem demjenigen, was das Leben
              eines Frauenzimmers nützlich und angenehm machen kann, erziehen lassen.",755,910,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,"admiration, reverence",positive,emotions of affection
97,97,GerDracor/pfeil-lucie-woodvil.xml,"Ich empfinde,
              seitdem ich in Ihrem Hause bin, jeden Augenblick einen neuen Beweis Ihrer
              Zärtlichkeit, und demungeachtet bin ich eine Undankbare gegen Sie.",911,1093,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,love,positive,emotions of affection
98,98,GerDracor/pfeil-lucie-woodvil.xml,"Eine Undankbare,
              die, da sie jede Minute ihres Lebens der Freude und dem Danke für Sie aufopfern
              sollte, sie sehr oft dem Grame und der Traurigkeit widmet.",1094,1277,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
99,99,GerDracor/pfeil-lucie-woodvil.xml,"Aber ich weiß, Ihr gütiges
              Herz verzeihet mir, wenn es den Quell dieser Traurigkeit wissen wird.",1278,1388,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
100,100,GerDracor/pfeil-lucie-woodvil.xml,"Was kann er
              anders sein, wenn Sie mir verzeihen sollen, als das Verlangen, meine Eltern zu kennen.",1389,1501,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,no_annotation,no_annotation,no_annotation
101,101,GerDracor/pfeil-lucie-woodvil.xml,"Sie haben mir zwar oft gesaget, daß Sie dieselben nicht wissen; haben Sie wenigstens
              nicht einige Mutmaßungen, wer sie waren?",1516,1655,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,no_annotation,no_annotation,no_annotation
102,102,GerDracor/pfeil-lucie-woodvil.xml,"So grausam sie auch mit mir umgegangen sind,
              so bin ich doch ihr Kind und bin ihnen meine Liebe schuldig.",1656,1775,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,love,positive,emotions of affection
103,103,GerDracor/pfeil-lucie-woodvil.xml,"Ach, vielleicht zwang sie
              die Not, grausam gegen mich zu sein!",1776,1852,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
104,104,GerDracor/pfeil-lucie-woodvil.xml,Vielleicht zerfloß ihr,1853,1875,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
105,105,GerDracor/pfeil-lucie-woodvil.xml," blutendes
              Herz in dem Gefühle ihrer Schmerzen, da sie mich dem Elende und dem Mangel überlassen
              mußten.",0,132,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
106,106,GerDracor/pfeil-lucie-woodvil.xml,"Urteilen Sie, was ich entbehre, da ich mich nicht zu ihren Füßen werfen und um
              ihren Segen bitten kann; da ich nicht diesen vielleicht allzu harten Vater durch meine
              Tränen erweichen kann, einen Blick voll Vaterliebe und Erbarmung auf mich zu werfen;
              da ich nicht diese zärtliche Mutter, die vielleicht ebensosehr nach mir seufzet als
              ich nach ihr, an meine Brust drücken und an die ihrige voll kindlicher Entzückung
              hinsinken kann.",133,635,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,love,positive,emotions of affection
107,107,GerDracor/pfeil-lucie-woodvil.xml,"Doch vielleicht seufze ich nach ihnen, da sie nicht mehr sind, und ich
              ihr Angesicht nie sehen werde.",636,751,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
108,108,GerDracor/pfeil-lucie-woodvil.xml,"Sie weinen, menschenfreundlicher Sir Willhelm.",752,798,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,suffering,negative,emotions of suffering and empathy
109,109,GerDracor/pfeil-lucie-woodvil.xml,"Sie
              kennen die Natur.",799,834,character_speech,1,2,,LUCIE,#lucie,22.0,FEMALE,no_annotation,no_annotation,no_annotation
