,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
10,10,TextGrid/-Papinianus.xml,"Zugleich daß sie auff jhn all ihr Vertrauen setze /
                                    Und weil er sicher steht / sich unvergänglich schätze.",470,612,character_speech,1,0,,CÄMMERER.,CÄMMERER.,5.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
11,11,TextGrid/-Papinianus.xml,"Doch steckt der Neid den Hof mit so viel Seuchen an
                                    Das niemand sonder Furcht.",649,763,character_speech,1,0,,CÄMMERER.,CÄMMERER.,5.0,UNKNOWN,fear,negative,emotions of anxiety
12,12,TextGrid/-Papinianus.xml,"Wo man verläumbden kan:
                                    
                                       
Beut Argwohn stets die Faust / wo Argwohn zugenommen:
                                    Hat Schmertz die Oberhand und Haß den Thron bekommen.",764,1008,character_speech,1,0,,CÄMMERER.,CÄMMERER.,5.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
13,13,TextGrid/-Papinianus.xml,"
                                    Was mischt man so viel Wort' und hält was noth zurück?",0,91,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation
14,14,TextGrid/-Papinianus.xml,Zagt Julia auffs new?,128,149,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,6.0,UNKNOWN,being moved,being moved,being moved
15,15,TextGrid/-Papinianus.xml,Entdeckt uns was sie drück.,150,177,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,6.0,UNKNOWN,no_annotation,no_annotation,no_annotation
16,16,TextGrid/-Papinianus.xml,"Auffrichtig hab ich stets zu wandeln mich beflissen
                                    Nie der Verläumbder Mund (das niemand kan) zu schlissen.",214,358,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,6.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
17,17,TextGrid/-Papinianus.xml,"
                                    Man gibt ihr ein; es sey was mehr denn unerhört;
                                    Daß Printzen / die in Haß / doch einen Mann geehrt /
                                    Daß Geta sich zu letzt werd ohne Beystand finden;
                                    Weil er sich läst zu sehr von Bassian verbinden.",0,345,character_speech,1,0,,CÄMMERER.,CÄMMERER.,7.0,UNKNOWN,anger,negative,emotions of rejection
18,18,TextGrid/-Papinianus.xml,"Viel ists Papinian wenn uns der Käyser libt:
                                    Und mit dem letzten Geist die Freundschafft übergibt /
                                    Weit mehr / wenn dessen Huld wil gleich als erblich werden /
                                    Und wenn deß Fürsten Leib verkehrt in Staub und Erden /
                                    Sein Nachsaß unverfälscht die Neigung unterhält:
                                    Das höchst und was anjetzt uns als unglaublich fällt
                                    Ist / wenn zwey Hertzen hart umb eine Krone zancken;
                                    In beyder Hold zu stehn / von keinem abzuwancken.",382,1055,character_speech,1,0,,CÄMMERER.,CÄMMERER.,7.0,UNKNOWN,love,positive,emotions of affection
19,19,TextGrid/-Papinianus.xml,"
                                    Daß mich Sever erhub / und an die Seite setzt /
                                    Und (in dem mancher sich durch rauhen Fall verletzt)
                                    Als mit der Faust erhilt; muß ich mit ruhm erkennen
                                    Und zwar mein Glück / doch mehr / deß Käysers Urtheil nennen.",0,359,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,joy,positive,emotions of pleasure
20,20,TextGrid/-Papinianus.xml,Das rede nun vor mich.,396,418,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
21,21,TextGrid/-Papinianus.xml,War es der Tugend Lohn?,419,442,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
22,22,TextGrid/-Papinianus.xml,Was klagt ihr an mir an?,479,503,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,anger,negative,emotions of rejection
23,23,TextGrid/-Papinianus.xml,"Hat er der Fürsten Kron
                                    Und Leben mir vertraut / als er die Zeit vollendet
                                    Und Himmel-auff den Geist / nach so viel Sig gesendet:
                                    So hat er einen Schatz / ja last mir anvertraut /
                                    Weil er mein Hertz erkennt und gar genaw durchschaut /
                                    Hab ich sein hoffen nun / das er geschöpfft / betrogen
                                    Und letzten Willen nicht untadelhafft vollzogen:
                                    
                                       
So richte Reich und Welt.",504,1161,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
24,24,TextGrid/-Papinianus.xml,"Ist denn sein Wuntsch vollbracht:
                                    Warumb zeucht Julia die Freundschafft in Verdacht.",1162,1282,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure
25,25,TextGrid/-Papinianus.xml,"Wofern ja Bassian auffrichtig mir geneiget:
                                    (Sein Aug' entdeckt mir was / ob wol die Lippe schweiget!)",1319,1457,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
26,26,TextGrid/-Papinianus.xml,Wird hierdurch Geta nichts von Nutz und Schutz entgehn.,1494,1549,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
27,27,TextGrid/-Papinianus.xml,Ein Freund kan für jhn mehr denn ein verhaster stehn.,1586,1639,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,friendship,positive,emotions of affection
28,28,TextGrid/-Papinianus.xml,"Denn daß ich seitwerts ab von jhm mich trennen solte /
                                    Wenn Antonin durch mich was schädlichs suchen wolte;
                                    Kommt meiner Ehr und Eyd und Redlichkeit zu nah.",1676,1904,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
29,29,TextGrid/-Papinianus.xml,"Hier steht Papinian wie jhn das Läger sah;
                                    Als er den hohen Schwur den Brüdern abgeleget /
                                    Und durch sein Vorbild / Rath und Stadt und Heer beweget.",1941,2161,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
30,30,TextGrid/-Papinianus.xml,Man such jhn anders nicht.,2198,2224,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
31,31,TextGrid/-Papinianus.xml,"Wer aber bringt euch bey
                                    Daß ich dem ältern mehr durch gunst verbunden sey?",2225,2336,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
32,32,TextGrid/-Papinianus.xml,Weil ich Ampts halber muß fast täglich mit jhm handeln?,2373,2428,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
33,33,TextGrid/-Papinianus.xml,Siht man mit Geta mich nicht schier viel öffter wandeln?,2465,2521,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,love,positive,emotions of affection
34,34,TextGrid/-Papinianus.xml,Bringt meine Wort' hervor!,2558,2584,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
35,35,TextGrid/-Papinianus.xml,legt alles auff die Wag!,2585,2609,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation
36,36,TextGrid/-Papinianus.xml,Diß ist die Lantze nicht die mich verletzen mag!,2646,2694,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,8.0,UNKNOWN,fear,negative,emotions of anxiety
37,37,TextGrid/-Papinianus.xml,"
                                    Mehr wundert Julien daß man noch nie verspüret;
                                    (Wie schwer auch Bassian von etlichen verführet)
                                    Ob je Papinian, und wie / sich widersetzt.",0,248,character_speech,1,0,,CÄMMERER.,CÄMMERER.,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation
38,38,TextGrid/-Papinianus.xml,"
                                    Daß bald der Fürst auff diß / und bald auff den verhetzt:
                                    Darff langer Worte nicht.",0,156,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation
39,39,TextGrid/-Papinianus.xml,"Ob ichs gebillicht habe /
                                    Ist leider was man fragt.",157,244,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,10.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
40,40,TextGrid/-Papinianus.xml,"Deß strengen Himmels Gabe
                                    Ist diß was in uns wacht / das ihr Gewissen heist;
                                    Das uns von innen warnt / und nagt / und rejtzt / und beist.",245,454,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,10.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
41,41,TextGrid/-Papinianus.xml,"Wenn dieses schon zu schwach die Menschen zu gewinnen;
                                    Wird man mit Reden nicht die Geister brechen können.",491,634,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation
42,42,TextGrid/-Papinianus.xml,"Doch that ich offt was mehr / als mir mein Stand erlaubt /
                                    Zu wenig thät der Fürst der mir zu wenig glaubt.",671,814,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation
43,43,TextGrid/-Papinianus.xml,Es hört jhn niemand je deß Fürsten irrthum schelten.,0,52,character_speech,1,0,,CÄMMERER.,CÄMMERER.,11.0,UNKNOWN,anger,negative,emotions of rejection
44,44,TextGrid/-Papinianus.xml,"
                                    Diß hilt man preisens werth / nun läst man michs entgelten!",0,96,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,12.0,UNKNOWN,anger,negative,emotions of rejection
45,45,TextGrid/-Papinianus.xml,"Daß ich dem Pöfel nicht die Ohren füllen kan
                                    Mit frembder Laster Dunst; gebt ihr vor Laster an.",174,305,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,12.0,UNKNOWN,abhorrence,negative,emotions of rejection
46,46,TextGrid/-Papinianus.xml,"O thörichte der nichts als lästern kan und schänden /
                                    Wenn er vom Trunck erhjtzt und mit nicht festen Händen
                                    Den Wein zum Hals eingeust; erzittert und erschrickt
                                    Wenn der den er verletzt / unzaghafft jhn beschickt /
                                    Behertzt in gegenwart die schmach zu widerlegen.",342,750,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,12.0,UNKNOWN,abhorrence,negative,emotions of rejection
47,47,TextGrid/-Papinianus.xml,"Wer richten kan und soll ob der auff rechten Wegen
                                    Dem j[e]der folgen muß sucht selbst deß Fürsten Ohr
                                    Und trägt dem Völcklin nicht der grossen Thorheit vor.",787,1016,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation
48,48,TextGrid/-Papinianus.xml,Sie eifert daß er nechst die Theilung vorgeschlagen!,0,52,character_speech,1,0,,CÄMMERER.,CÄMMERER.,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation
49,49,TextGrid/-Papinianus.xml,Weil Rom zwey Sonnen nicht auff einen Tag wil tragen.,0,53,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation
50,50,TextGrid/-Papinianus.xml,Verstossen auß der Stadt: Verstossen von dem Reich!,0,51,character_speech,1,0,,CÄMMERER.,CÄMMERER.,15.0,UNKNOWN,abhorrence,negative,emotions of rejection
51,51,TextGrid/-Papinianus.xml,Zwey Kronen spürt ich dort: Hier furcht' ich eine Leich.,0,56,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,16.0,UNKNOWN,fear,negative,emotions of anxiety
52,52,TextGrid/-Papinianus.xml,Entfernte kan man leicht durch schlaue Lüste dämpffen.,0,54,character_speech,1,0,,CÄMMERER.,CÄMMERER.,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation
53,53,TextGrid/-Papinianus.xml,Anwesend' unversehns durch strenge Macht bekämpffen.,0,52,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation
54,54,TextGrid/-Papinianus.xml,Was heist von Rom verschickt?,0,29,character_speech,1,0,,CÄMMERER.,CÄMMERER.,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation
55,55,TextGrid/-Papinianus.xml,In fernes Elend zjhn.,30,51,character_speech,1,0,,CÄMMERER.,CÄMMERER.,19.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
56,56,TextGrid/-Papinianus.xml,Auff einem Thron dem Haß und steter Furcht entfljhn.,0,52,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,20.0,UNKNOWN,fear,negative,emotions of anxiety
57,57,TextGrid/-Papinianus.xml,Die Freunde können hir die herbe Zwytracht schlichten.,0,54,character_speech,1,0,,CÄMMERER.,CÄMMERER.,21.0,UNKNOWN,friendship,positive,emotions of affection
58,58,TextGrid/-Papinianus.xml,Und Feinde (leider) hir mehr Haß und Zanck anrichten.,0,53,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,22.0,UNKNOWN,abhorrence,negative,emotions of rejection
59,59,TextGrid/-Papinianus.xml,Es war der Fürsten Rath der diesen überwug.,0,43,character_speech,1,0,,CÄMMERER.,CÄMMERER.,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation
60,60,TextGrid/-Papinianus.xml,Weil sich die Mutter selbst zu sehr ins Mittel schlug.,0,54,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation
61,61,TextGrid/-Papinianus.xml,Man könte zwar das Reich / doch nicht die Mutter theilen /,0,58,character_speech,1,0,,CÄMMERER.,CÄMMERER.,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation
62,62,TextGrid/-Papinianus.xml,O könte sie das Reich und dessen Brüche heilen.,0,47,character_speech,1,0,,PAPINIANUS.,PAPINIANUS.,26.0,UNKNOWN,joy,positive,emotions of pleasure
63,63,TextGrid/-Papinianus.xml,"
                                    Plautia.",0,45,stage_direction,1,0,speech_part,,,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation
64,64,TextGrid/-Papinianus.xml,Papinianus.,46,57,stage_direction,1,0,speech_part,,,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation
65,65,TextGrid/-Papinianus.xml,Der Cämmerer.,58,71,stage_direction,1,0,speech_part,,,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation
66,66,TextGrid/-Papinianus.xml,"
                                    Recht auß!",0,47,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
67,67,TextGrid/-Papinianus.xml,nur (leider!),48,61,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
68,68,TextGrid/-Papinianus.xml,sie ists die den Brand entsteckt.,62,95,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
69,69,TextGrid/-Papinianus.xml,"Sie / die die Unruh selbst und Seuch im Reich erweckt /
                                    Und zweiffelt sie an uns?",132,249,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,being moved,being moved,being moved
70,70,TextGrid/-Papinianus.xml,Was sucht man ferner Zeichen?,250,279,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
71,71,TextGrid/-Papinianus.xml,"Must ihrer Statsucht nicht in fernes Elend weichen
                                    Was keusch und redlich war / als sie den Hof betrat
                                    Den sie mit Blut besprjtzt / mit Haß vergifftet hat?",316,543,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
72,72,TextGrid/-Papinianus.xml,O Schwester!,580,592,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,love,positive,emotions of affection
73,73,TextGrid/-Papinianus.xml,werthes Hertz!,593,607,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
74,74,TextGrid/-Papinianus.xml,"wer hat das Band zutrennet /
                                    Krafft dessen Antonin in deiner Lieb entbrennet!",608,721,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,love,positive,emotions of affection
75,75,TextGrid/-Papinianus.xml,"Der nachmals dich so früh und unverdint verstiß
                                    Und an Charibdens Strand
                                          
                                          
                                          12
                                        in tollem Zorn verwiß.",758,1060,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,anger,negative,emotions of rejection
76,76,TextGrid/-Papinianus.xml,Was hat sie weiter vor!,1097,1120,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
77,77,TextGrid/-Papinianus.xml,Papinian mein Leben!,1121,1141,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,love,positive,emotions of affection
78,78,TextGrid/-Papinianus.xml,Wil sie daß er zu letzt soll Plautien vergeben?,1178,1225,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure
79,79,TextGrid/-Papinianus.xml,"Sucht sie umb daß er mich noch nicht verlassen kan:
                                    Wie er zu stürtzen sey?",1262,1373,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
80,80,TextGrid/-Papinianus.xml,Euch Götter ruff ich an!,1374,1398,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
81,81,TextGrid/-Papinianus.xml,"Euch die man frölich nennt wenn nun die Braut verhüllet,
                                          
                                          
                                          13
                                       
                                    
                                    Und ihres Liebsten Wuntsch mit Gegenwart erfüllet!",1435,1786,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,joy,positive,emotions of pleasure
82,82,TextGrid/-Papinianus.xml,Euch Götter ruff ich an!,1823,1847,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
83,83,TextGrid/-Papinianus.xml,"die ihr die Röm'sche Macht /
                                    Die ihr deß Fürsten Thron und weite Burg bewacht!",1848,1962,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
84,84,TextGrid/-Papinianus.xml,Euch Götter ruff ich an!,1999,2023,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
85,85,TextGrid/-Papinianus.xml,den Glaub und Trew vertrauet!,2024,2053,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
86,86,TextGrid/-Papinianus.xml,Die jhr verdeckte Schuld ja Seel und Geist durchschauet!,2090,2146,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
87,87,TextGrid/-Papinianus.xml,Seyd Richter zwischen uns!,2183,2209,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
88,88,TextGrid/-Papinianus.xml,"und wo ihr steuren könnt;
                                    So steuret dem was mir nicht Eh' und Ruhe gönnt!",2210,2320,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation
89,89,TextGrid/-Papinianus.xml,"So steuret dem / das wächst durch Argwohn / Haß und Flammen
                                    Und seinen Ehrgeitz nährt durch tödten und verdammen!",2357,2506,character_speech,1,0,,PLAUTIA.,PLAUTIA.,27.0,UNKNOWN,abhorrence,negative,emotions of rejection
90,90,TextGrid/-Papinianus.xml,"
                                    Durchlauchtigst ich erstarr; und weiß nicht wo ich sey:
                                    Wil sie mit diesem Grimm der Fürsten Mutter bey?",0,177,character_speech,1,0,,CÄMMERER.,CÄMMERER.,28.0,UNKNOWN,abhorrence,negative,emotions of rejection
91,91,TextGrid/-Papinianus.xml,Wie?,214,218,character_speech,1,0,,CÄMMERER.,CÄMMERER.,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation
92,92,TextGrid/-Papinianus.xml,Oder hab ich selbst den rauhen Zorn verschuldet?,219,267,character_speech,1,0,,CÄMMERER.,CÄMMERER.,28.0,UNKNOWN,anger,negative,emotions of rejection
93,93,TextGrid/-Papinianus.xml,"
                                    Ich hab' es gar zu lang' und mehr als lang' erduldet /
                                    Und Zung und Wort gehemmt.",0,154,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
94,94,TextGrid/-Papinianus.xml,"Erlaubt: Ich breche loß /
                                    Und geb euch / (hört nur zu) die gantze Seele bloß.",155,268,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation
95,95,TextGrid/-Papinianus.xml,"Ihr wolt mein Ehgemahl der Welt verdächtig machen /
                                    Ihr lockt und rejtzt auff jhn deß tollen Pöfels Rachen /
                                    Man spürt jhm Tag und Nacht auff allen Gängen nach /
                                    Fängt seine Reden auff / beschmützt mit herber Schmach
                                    Den wol-verdienten Fleiß; sucht heimlich umbzukauffen
                                    Die jhm zu Diensten stehn / man siht Verräther lauffen
                                    Umb Vor- und Hinter-Hof / in dem er euch erhebt /
                                    Und für der Fürsten Heil und Mutter Ehre lebt.",305,979,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,abhorrence,negative,emotions of rejection
96,96,TextGrid/-Papinianus.xml,Was rejtzt euch aber an den theuren Freund zu hassen?,1016,1069,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,abhorrence,negative,emotions of rejection
97,97,TextGrid/-Papinianus.xml,Nichts / als nur daß er nicht wil Plautien verlassen.,1106,1159,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation
98,98,TextGrid/-Papinianus.xml,Daß er mich nicht von sich heist zu Plautillen gehn.,1196,1248,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,anger,negative,emotions of rejection
99,99,TextGrid/-Papinianus.xml,"Diß ist die gantze Sach / (es kan's ein Kind verstehn)
                                    Das ander / das euch muß zu einem Vorwand dinen
                                    Ist Nebel / Dunst und Dampff.",1285,1489,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation
100,100,TextGrid/-Papinianus.xml,"Was darff man sich erkühnen
                                    Zu forschen wehm wir trew?",1490,1580,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation
101,101,TextGrid/-Papinianus.xml,"Wofern nicht Redli[ch]keit
                                    Uns beyden pflichtig macht / und etwan auff die Seit
                                    Haß oder Wolthat beugt / so könt ihr überlegen
                                    Was jeder uns erwis / durch wessen Faust und Degen
                                    Mein Vater untergieng.",1581,1925,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,anger,negative,emotions of rejection
102,102,TextGrid/-Papinianus.xml,"14
                                        Wer auff sein Haus entbrand /
                                    Wer meine Schwester fern in Ceres Insel bannt.",2054,2209,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation
103,103,TextGrid/-Papinianus.xml,"Ists wahr nun; wie es wahr / daß Bassian betrübet
                                    Uns / die Fürst Geta mehr denn wol sein Bruder liebet;
                                    Warumb denn gibt man vor / man ziel auff jenes Theil /
                                    Uns ist ein fest Gemüt vor keine Neigung feil.",2246,2560,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
104,104,TextGrid/-Papinianus.xml,"Wir ehren beyder Kron / so trew deß einen wincken
                                    Als werth deß andern Hold / eh wird Calisto sincken
                                    Wohin der grause Styx die Schweffel-Wellen schickt:
                                    Den jemand darthun / daß uns minste Schuld bestrickt.",2597,2912,character_speech,1,0,,PLAUTIA.,PLAUTIA.,29.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
105,105,TextGrid/-Papinianus.xml,Den Eifer gibt Ihr ein / bloß ungewiß vermuten.,0,47,character_speech,1,0,,CÄMMERER.,CÄMMERER.,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation
106,106,TextGrid/-Papinianus.xml,Gewiß ists: Daß mir offt die Hertzens-Wunden bluten.,0,52,character_speech,1,0,,PLAUTIA.,PLAUTIA.,31.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
107,107,TextGrid/-Papinianus.xml,Die Wunden / die Sie selbst Ihr durch Gedancken macht.,0,54,character_speech,1,0,,CÄMMERER.,CÄMMERER.,32.0,UNKNOWN,suffering,negative,emotions of suffering and empathy
108,108,TextGrid/-Papinianus.xml,Gedancken / die ihr frisch bißher zu Wercke bracht.,0,51,character_speech,1,0,,PLAUTIA.,PLAUTIA.,33.0,UNKNOWN,no_annotation,no_annotation,no_annotation
