,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
10,10,Kasperl/Hensler_Der Großvater_korr.csv,"nimm die Kleinen mit nach Haus, kampel’s hübsch durch – und dann schick’s in die Schul, hast mich verstanden?",19,128,character_speech,1,1,,"
       Kasper.
      ",#kasper,1.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
11,11,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ja, ja, Vater!",0,22,character_speech,1,1,,"
       Marthe.
      ",#marthe,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
12,12,Kasperl/Hensler_Der Großvater_korr.csv,es ist schon recht; kommts!,23,50,character_speech,1,1,,"
       Marthe.
      ",#marthe,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
13,13,Kasperl/Hensler_Der Großvater_korr.csv,kommts!,51,58,character_speech,1,1,,"
       Marthe.
      ",#marthe,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
14,14,Kasperl/Hensler_Der Großvater_korr.csv,"
       (steht auf)",0,19,stage_direction,1,1,speech_part,,#marthe,2.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
15,15,Kasperl/Hensler_Der Großvater_korr.csv,"
       Herr Vater!",0,19,character_speech,1,1,,"
       Philipp.
      ",#philipp,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Der Großvater_korr.csv,thut der Philipp da bleiben?,20,48,character_speech,1,1,,"
       Philipp.
      ",#philipp,3.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Hensler_Der Großvater_korr.csv,"
       Der Philipp soll sich nach Hause packen, sag ich.",0,57,character_speech,1,1,,"
       Kasper.
      ",#kasper,4.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
18,18,Kasperl/Hensler_Der Großvater_korr.csv,"
       (bei Seite)",0,19,stage_direction,1,1,speech_part,,#philipp,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Hensler_Der Großvater_korr.csv,"
       Schon recht, das ist mir lieb, da hat doch der Philipp Gelegenheit, ein bißl nach seiner Hannerl zu schauen.",0,116,character_speech,1,1,,"
       Philipp.
      ",#philipp,5.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
20,20,Kasperl/Hensler_Der Großvater_korr.csv,"
        (laut)",0,15,stage_direction,1,1,inner_speech,,#philipp,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Hensler_Der Großvater_korr.csv,"
       Der Philipp thut nach Haus gehen.",0,41,character_speech,1,1,,"
       Philipp.
      ",#philipp,5.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
22,22,Kasperl/Hensler_Der Großvater_korr.csv,"
       Nun, Glück auf, alter Vater!",0,36,character_speech,1,1,,"
       Marthe.
      ",#marthe,6.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
23,23,Kasperl/Hensler_Der Großvater_korr.csv,"
       (die Kinder geben Niklas die Hände)",0,43,stage_direction,1,1,speech_part,,#marthe,6.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
24,24,Kasperl/Hensler_Der Großvater_korr.csv,"
       Glück auf, Glück auf, lieber Großvater!",0,47,character_speech,1,1,,"
       Kinder.
      ",#kinder,7.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
25,25,Kasperl/Hensler_Der Großvater_korr.csv,"
       Lebt wohl!",0,18,character_speech,1,1,,"
       Rosine.
      ",#rosine,8.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
26,26,Kasperl/Hensler_Der Großvater_korr.csv,"
        (küßt ihm die Hand)",0,28,stage_direction,1,1,inner_speech,,#rosine,8.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
27,27,Kasperl/Hensler_Der Großvater_korr.csv,"
       lieber Großvater!",0,25,character_speech,1,1,,"
       Rosine.
      ",#rosine,8.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
28,28,Kasperl/Hensler_Der Großvater_korr.csv,"und wenn ihr nach Hause kommt, so treffet ihr eine herrliche Schüssel geschnittene Nudeln an; lebt wohl.",26,130,character_speech,1,1,,"
       Rosine.
      ",#rosine,8.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
29,29,Kasperl/Hensler_Der Großvater_korr.csv,"
       (ab.)",0,13,stage_direction,1,1,speech_part,,#rosine,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
30,30,Kasperl/Hensler_Der Großvater_korr.csv,"
       (mit einem Stück Brod in der Hand)",0,42,stage_direction,1,1,speech_part,,#philipp,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
31,31,Kasperl/Hensler_Der Großvater_korr.csv,"
       O Jerum!",0,16,character_speech,1,1,,"
       Philipp.
      ",#philipp,9.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
32,32,Kasperl/Hensler_Der Großvater_korr.csv,die geschnittenen Nudeln thut der Philipp auch gern essen.,17,75,character_speech,1,1,,"
       Philipp.
      ",#philipp,9.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
33,33,Kasperl/Hensler_Der Großvater_korr.csv,"
       (ab)",0,12,stage_direction,1,1,speech_part,,#philipp,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
34,34,Kasperl/Hensler_Der Großvater_korr.csv,"
       Warte ich will dir geschnittene Nudeln auf dem Buckel geben!",0,68,character_speech,1,1,,"
       Kasper.
      ",#kasper,10.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
35,35,Kasperl/Hensler_Der Großvater_korr.csv,Ja – wohl!,69,79,character_speech,1,1,,"
       Kasper.
      ",#kasper,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
36,36,Kasperl/Hensler_Der Großvater_korr.csv,"ehrlich seyn auf der Welt – ein gutes Gewissen und neben dem ehrlich seyn ein gesundes Stück Brod, das man mit Weib und Kindern verzehrt – o!",80,221,character_speech,1,1,,"
       Kasper.
      ",#kasper,10.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
37,37,Kasperl/Hensler_Der Großvater_korr.csv,da beneid ich keinen grossen Herrn in der Welt!,222,269,character_speech,1,1,,"
       Kasper.
      ",#kasper,10.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
38,38,Kasperl/Hensler_Der Großvater_korr.csv,"
       (geht an die Arbeit)",0,28,stage_direction,1,1,speech_part,,#kasper,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
39,39,Kasperl/Hensler_Der Großvater_korr.csv,"
       Hast recht mein Sohn!",0,29,character_speech,1,1,,"
       Niklas.
      ",#niklas,11.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
40,40,Kasperl/Hensler_Der Großvater_korr.csv,Ehrlichkeit ist der kräftigste Schild für uns arme Bergleute.,30,91,character_speech,1,1,,"
       Niklas.
      ",#niklas,11.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
41,41,Kasperl/Hensler_Der Großvater_korr.csv,Sind wir nicht täglich und stündlich mit Lebensgefahr umgeben – ist nicht der Tod jedem von uns auf die Stirne gedrückt?,92,212,character_speech,1,1,,"
       Niklas.
      ",#niklas,11.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
42,42,Kasperl/Hensler_Der Großvater_korr.csv,"und könnten wir ihm so frey unter die Augen sehen, wenn wir uns nicht eines stillen tugendhaften Lebenswandels befleissigten?",213,338,character_speech,1,1,,"
       Niklas.
      ",#niklas,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
43,43,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ja, Vater Niklas!",0,25,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
44,44,Kasperl/Hensler_Der Großvater_korr.csv,"ihr habt wohl recht – wenn man so des Abends, ehe man einschläft, darüber nachdenkt, was man den Tag über gethan hat, ob man seiner Pflicht gemäß sein Tagwerk vollendet, dem lieben Gott sein Stückl Brod nicht abgestohlen hat.",26,251,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
45,45,Kasperl/Hensler_Der Großvater_korr.csv,"
       Wenn man denn so mit seiner Abrechnung zufrieden ist – sich auf sein Ohr hinlegt, und einschläft – nicht wahr, Vetter Bernhard!",0,135,character_speech,1,1,,"
       Niklas.
      ",#niklas,13.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
46,46,Kasperl/Hensler_Der Großvater_korr.csv,"da liegt man so gut unter seiner Decke – träumt sich so süß, so nahe hin zu dem guten Gott – ist so zufrieden mit all dem, was er uns zuschickt, und freut sich in die Zukunft des bessern Lebens.",136,330,character_speech,1,1,,"
       Niklas.
      ",#niklas,13.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
47,47,Kasperl/Hensler_Der Großvater_korr.csv,"
       (er trocknet sich eine Thräne ab)",0,41,stage_direction,1,1,speech_part,,#niklas,13.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
48,48,Kasperl/Hensler_Der Großvater_korr.csv,"
       Eine Thräne quillt euch aus dem Auge?",0,45,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,14.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
49,49,Kasperl/Hensler_Der Großvater_korr.csv,guter Alter!,46,58,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
50,50,Kasperl/Hensler_Der Großvater_korr.csv,sagt mir die Ursache eures Kummers?,59,94,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,14.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
51,51,Kasperl/Hensler_Der Großvater_korr.csv,seyd ihr nicht glücklich in dem Zirkel euer Familie?,95,147,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,14.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
52,52,Kasperl/Hensler_Der Großvater_korr.csv,"Ihr seyd Vater, seyd Großvater; ihr sehet euch geehrt und geschätzt von euren Kindern; Welches Glück könntet ihr noch in eurem Alter erwarten?",148,290,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,14.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
53,53,Kasperl/Hensler_Der Großvater_korr.csv,"
       Keines, keines mehr, als meinen Pflegsohn versorgt zusehen.",0,67,character_speech,1,1,,"
       Niklas.
      ",#niklas,15.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
54,54,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ihr habt mir das Schicksal des guten Christophs schon öfters erzählt.",0,77,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,16.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
55,55,Kasperl/Hensler_Der Großvater_korr.csv,"
       All mein Kummer wäre gehoben, hätt’ ich den Jungen nicht selbst zu höheren Verrichtungen erziehen wollen.",0,113,character_speech,1,1,,"
       Niklas.
      ",#niklas,17.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
56,56,Kasperl/Hensler_Der Großvater_korr.csv,"Ich schickte ihn in die Stadt, ließ ihn mit vielen Kosten etwas lernen; er kam als Schreiber zu unserem rechtschaffenen, verstorbenen Bergverwalter, dort lernte er Emilie, seine Tochter kennen; Sie liebten sich, und diese unglückliche Liebe ist nun das Grab seiner Ruhe, der Todesnagel zu meinem Sarge, und das gänzliche Unglück meiner Familie!",114,458,character_speech,1,1,,"
       Niklas.
      ",#niklas,17.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
57,57,Kasperl/Hensler_Der Großvater_korr.csv,"
       Wie das, Vater Niklas?",0,30,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
58,58,Kasperl/Hensler_Der Großvater_korr.csv,"
       Der Bergverwalter, Emiliens Oheim stieß meinen Pflegsohn aus dem Haus, da er die Zuneigung beyder Liebenden wahrnahm, will ihn sogar von dem Dorfe verbannen; was bleibt mir anders übrig, als ihn durch alle Mittel der Ueberredung zu seiner vorigen Niedrigkeit zurückzubringen.",0,283,character_speech,1,1,,"
       Niklas.
      ",#niklas,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
59,59,Kasperl/Hensler_Der Großvater_korr.csv,"Ich schickte ihn in die Stadt zu unserem neuen Berg-Präsidenten, der erst vor etlichen Monaten von unserem König ernannt wurde, um dort Gerechtigkeit zu suchen.",284,444,character_speech,1,1,,"
       Niklas.
      ",#niklas,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
60,60,Kasperl/Hensler_Der Großvater_korr.csv,"
       Der gute Gott wird ihm das Herz lenken.",0,47,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,20.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
61,61,Kasperl/Hensler_Der Großvater_korr.csv,"
       Nun droht mir aber noch ein grösseres Unglück, ich bin keinen Augenblick sicher, in den Schuldthurm geworfen zu werden; da ich vor 20 Jahren von Rothenacker hieherzog, um mich hier ansässig zu machen, entlehnte ich bey Emiliens Vater 800 fl.",0,249,character_speech,1,1,,"
       Niklas.
      ",#niklas,21.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
62,62,Kasperl/Hensler_Der Großvater_korr.csv,"– um mir und meinen Kindern wieder eine Hütte zu bauen, die Helfte habe ich abgezahlt, die andere Helfte bin ich noch schuldig.",250,377,character_speech,1,1,,"
       Niklas.
      ",#niklas,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
63,63,Kasperl/Hensler_Der Großvater_korr.csv,"
       Fräulein Emilie wird doch das nicht zu lassen.",0,54,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,22.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
64,64,Kasperl/Hensler_Der Großvater_korr.csv,"
       Sie wohl nicht, aber ihr kennt ja die Härte des Bergverwalters, ihres Vormunds; gestern drohte er mit Arrest, mit Verpfändung meiner Hütte, drohte mich und meine Kinder und Enckeln aus dem Dorfe zu jagen, und ich guter Bernhard!",0,236,character_speech,1,1,,"
       Niklas.
      ",#niklas,23.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
65,65,Kasperl/Hensler_Der Großvater_korr.csv,"ein Greiß von 96 Jahren soll noch in meinen letzten Lebenstagen keine eigene Stätte behalten, um ruhig sterben zu können.",237,358,character_speech,1,1,,"
       Niklas.
      ",#niklas,23.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
66,66,Kasperl/Hensler_Der Großvater_korr.csv,"
       Gebt euch zufrieden, Vater Niklas, euer Pflegsohn wird vielleicht in der Stadt Freunde finden, um dieses Unglück zu verhindern; wir feyern ohnehin morgen euer 50 jähriges Hochzeitfest, man sagt sich schon lange heimlich, daß wir vielleicht so glücklich seyn werden, unsern gnädigsten Landesvater, der sich nur einige Meilen von hier auf seinem Lustschloß befindet, bey uns zu sehen.",0,390,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,24.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
67,67,Kasperl/Hensler_Der Großvater_korr.csv,Hier wär so die beste Gelegenheit – –,391,428,character_speech,1,1,,"
       Bernhard.
      ",#bernhard,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
68,68,Kasperl/Hensler_Der Großvater_korr.csv,"
      Vorige, Röschen schnell.",0,31,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
69,69,Kasperl/Hensler_Der Großvater_korr.csv,"
       Lieber Großvater!",0,25,character_speech,1,2,,"
       Röschen.
      ",#röschen,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
70,70,Kasperl/Hensler_Der Großvater_korr.csv,Lieber Großvater!,26,43,character_speech,1,2,,"
       Röschen.
      ",#röschen,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
71,71,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ey, ey, ey – Röschen!",0,29,character_speech,1,2,,"
       Niklas.
      ",#niklas,26.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
72,72,Kasperl/Hensler_Der Großvater_korr.csv,"hab dir doch schon oft gesagt, daß du dich nicht so in Othem laufen sollest.",30,106,character_speech,1,2,,"
       Niklas.
      ",#niklas,26.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
73,73,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ja, das glaub’ ich schon, lieber Großvater!",0,51,character_speech,1,2,,"
       Röschen.
      ",#röschen,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
74,74,Kasperl/Hensler_Der Großvater_korr.csv,"aber wer kann dafür, wenn die Sache so eilt – denkt daran, er ist wieder da, ich hab ihn gesehen –",52,150,character_speech,1,2,,"
       Röschen.
      ",#röschen,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
75,75,Kasperl/Hensler_Der Großvater_korr.csv,"
       Nun – und wer denn?",0,27,character_speech,1,2,,"
       Niklas.
      ",#niklas,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
76,76,Kasperl/Hensler_Der Großvater_korr.csv,"
       Unser Christoph!",0,24,character_speech,1,2,,"
       Röschen.
      ",#röschen,29.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
77,77,Kasperl/Hensler_Der Großvater_korr.csv,da kömmt er schon!,25,43,character_speech,1,2,,"
       Röschen.
      ",#röschen,29.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
78,78,Kasperl/Hensler_Der Großvater_korr.csv,"
      Vorige, Christoph.",0,25,stage_direction,1,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
79,79,Kasperl/Hensler_Der Großvater_korr.csv,(in des Alten Arme.),26,46,stage_direction,1,3,pre_speech,,,,,compassion,negative,emotions of suffering and empathy,comedy,KK
80,80,Kasperl/Hensler_Der Großvater_korr.csv,"
       Vater!",0,14,character_speech,1,3,,"
       Christoph.
      ",#christoph,30.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
81,81,Kasperl/Hensler_Der Großvater_korr.csv,bester Vater!,15,28,character_speech,1,3,,"
       Christoph.
      ",#christoph,30.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
82,82,Kasperl/Hensler_Der Großvater_korr.csv,"
       Glück auf, lieber Christoph!",0,36,character_speech,1,3,,"
       Niklas.
      ",#niklas,31.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
83,83,Kasperl/Hensler_Der Großvater_korr.csv,Glück auf zu deiner Rückkehr!,37,66,character_speech,1,3,,"
       Niklas.
      ",#niklas,31.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
84,84,Kasperl/Hensler_Der Großvater_korr.csv,"und mit welchen Nachrichten kömmst du zurück, lieber Sohn!",67,125,character_speech,1,3,,"
       Niklas.
      ",#niklas,31.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
85,85,Kasperl/Hensler_Der Großvater_korr.csv,"
       Mit den fröhlichsten, die ich euch je überbringen konnte – hier – nichtnur",0,82,character_speech,1,3,,"
       Christoph.
      ",#christoph,32.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
86,86,Kasperl/Hensler_Der Großvater_korr.csv,"
        (übergiebt ihm eine Schrift)",0,37,stage_direction,1,3,inner_speech,,#christoph,32.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
87,87,Kasperl/Hensler_Der Großvater_korr.csv,"
       die Erlaubniß von dem Präsidenten, daß ich aufgenommen bin; in die Bergmanns-Zunft, ich erhielt auch die Anwartschaft auf die Bergschreiberstelle; nun sind alle meine Wünsche erfüllt, ich will die Räncke der grossen Welt fliehen, will in eurer stillen friedlichen Gegend wohnen; ihr, mein Vater!",0,303,character_speech,1,3,,"
       Christoph.
      ",#christoph,32.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
88,88,Kasperl/Hensler_Der Großvater_korr.csv,"sollet bey mir wohnen die letzten Tage eures Lebens – ihr sollet in meinen Armen sterben, ich will euch die Augen zudrücken – und die letzten Worte, die ich von euren sterbenden Lippen höre, sollen Seegen für mich und meine Nachkommen seyn.",304,544,character_speech,1,3,,"
       Christoph.
      ",#christoph,32.0,UNKNOWN,despair,negative,emotions of anxiety,comedy,KK
89,89,Kasperl/Hensler_Der Großvater_korr.csv,"
       O mein Sohn!",0,20,character_speech,1,3,,"
       Niklas.
      ",#niklas,33.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
90,90,Kasperl/Hensler_Der Großvater_korr.csv,es giebt doch noch viele gute Menschen unter den Grossen der Welt!,21,87,character_speech,1,3,,"
       Niklas.
      ",#niklas,33.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
91,91,Kasperl/Hensler_Der Großvater_korr.csv,"
       Da ich ihm erzählte das besondere Schicksal meiner Geburt, daß ihr mich als neugebohrnes Kind gefunden, mich als euren Sohn angenommen mit welcher Aufmerksamkeit, mit welch herablassender Güte er all das anhörte – o mein Vater, es ist ein Vorgefühl der Seeligkeit, wenn man einmal wieder unter den Grossen der Welt einen Menschen findet, der es auf einige Augenblicke vergißt, groß zu seyn.",0,398,character_speech,1,3,,"
       Christoph.
      ",#christoph,34.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
92,92,Kasperl/Hensler_Der Großvater_korr.csv,"
       Und das that der Präsident?",0,35,character_speech,1,3,,"
       Niklas.
      ",#niklas,35.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
93,93,Kasperl/Hensler_Der Großvater_korr.csv,Gott seegne den guten Mann!,36,63,character_speech,1,3,,"
       Niklas.
      ",#niklas,35.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
94,94,Kasperl/Hensler_Der Großvater_korr.csv,"
       Ich sagte ihm auch, daß wird durch die hartherzige Behandlungen des Bergverwalters so sehr gedrückt wären, und denkt nur daran, alter Mann, er versprach mir selber hieher zu kommen, er läßt euch indessen grüssen, und sagte auch dazu, daß er sehr viel Verlangen trage, euch kennen zu lernen.",0,298,character_speech,1,3,,"
       Christoph.
      ",#christoph,36.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
95,95,Kasperl/Hensler_Der Großvater_korr.csv,"
       Mich – mich wünschte er, kennen zu lernen?",0,50,character_speech,1,3,,"
       Niklas.
      ",#niklas,37.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
96,96,Kasperl/Hensler_Der Großvater_korr.csv,O gütiger Gott!,51,66,character_speech,1,3,,"
       Niklas.
      ",#niklas,37.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
97,97,Kasperl/Hensler_Der Großvater_korr.csv,so ist doch noch ein Theilchen Freude für mich auf dieser Welt aufbewahrt!,67,141,character_speech,1,3,,"
       Niklas.
      ",#niklas,37.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
98,98,Kasperl/Hensler_Der Großvater_korr.csv,"
      Vorige, der Bergverwalter.",0,33,stage_direction,1,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
99,99,Kasperl/Hensler_Der Großvater_korr.csv,"
       Da kommt der Bergverwalter, laßt euch nichts merken!",0,60,character_speech,1,4,,"
       Christoph.
      ",#christoph,38.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
100,100,Kasperl/Hensler_Der Großvater_korr.csv,"
       Nun – warum denn so müssig?",0,35,character_speech,1,4,,"
       Bergverwalter.
      ",#bergverwalter,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
101,101,Kasperl/Hensler_Der Großvater_korr.csv,"stehlt dem lieben Gott den Tag ab, ohne euch um die Arbeit zu bekümmern.",36,108,character_speech,1,4,,"
       Bergverwalter.
      ",#bergverwalter,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
102,102,Kasperl/Hensler_Der Großvater_korr.csv,"
        (zu Christoh) [!]",0,26,stage_direction,1,4,inner_speech,,#bergverwalter,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
103,103,Kasperl/Hensler_Der Großvater_korr.csv,"
       Und was macht denn er wieder hier?",0,42,character_speech,1,4,,"
       Bergverwalter.
      ",#bergverwalter,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
104,104,Kasperl/Hensler_Der Großvater_korr.csv,"warum blieb er denn nicht in der Stadt?’ Ich dächte immer, daß er dort sein Glück besser gefunden hätte als hier –",43,157,character_speech,1,4,,"
       Bergverwalter.
      ",#bergverwalter,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
