,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
14,14,Kasperl/Hensler_Alles_weis.csv,"Gnaden Köchin, die Frau Sidonia selig, richtig für seine verstorbene Frau, ha ha ha – fällt auf sie hin, küßt sie viel tausendmal, weint, und klagt, schreit dazu, daß er die ganze Nachbarschaft aus dem Schlaf gebracht hat.",277,499,character_speech,1,1,,"
       SCHULMEISTER.
      ",#schulmeister,6.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
15,15,Kasperl/Hensler_Alles_weis.csv,"
       Er glaubt nun also gewiß, daß sein Weib gestorben?",0,58,character_speech,1,1,,"
       GRAF.
      ",#graf,7.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
16,16,Kasperl/Hensler_Alles_weis.csv,"
       Nichts gewisser!",0,24,character_speech,1,1,,"
       SCHULMEISTER.
      ",#schulmeister,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Hensler_Alles_weis.csv,"denn, er machte ja gleich Anstalten zu dem Leichenbegängniß – bestellte eine Todtentruhe, worauf oben über dem Dekel 2 Turteltäubchen gemahlt seyn sollen, die sich einander schnäbeln.",25,208,character_speech,1,1,,"
       SCHULMEISTER.
      ",#schulmeister,8.0,UNKNOWN,Schadenfreude,positive,emotions of pleasure,comedy,KK
18,18,Kasperl/Hensler_Alles_weis.csv,"
       Alle Leichenkosten, so wie das Uebrige notir er, ich werde alles bezahlen.",0,82,character_speech,1,1,,"
       GRAF.
      ",#graf,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Hensler_Alles_weis.csv,"
      Graf.",0,12,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
20,20,Kasperl/Hensler_Alles_weis.csv,Schulmeister.,13,26,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Hensler_Alles_weis.csv,Richter im Dorf.,27,43,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
22,22,Kasperl/Hensler_Alles_weis.csv,"
       Ist schon alles besorgt, wie Euer Hochgräfl.",0,52,character_speech,1,2,,"
       RICHTER.
      ",#richter,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
23,23,Kasperl/Hensler_Alles_weis.csv,"Gnaden befohlen haben – Ich hab schon Jemand entgegen geschikt mit dem Wagen, daß sie gleich in das Schloß gebracht wird.",53,174,character_speech,1,2,,"
       RICHTER.
      ",#richter,10.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
24,24,Kasperl/Hensler_Alles_weis.csv,"
       Gut!",0,12,character_speech,1,2,,"
       GRAF.
      ",#graf,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
25,25,Kasperl/Hensler_Alles_weis.csv,Wer ist nun ausser euch beiden von der Sache unterrichtet?,13,71,character_speech,1,2,,"
       GRAF.
      ",#graf,11.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
26,26,Kasperl/Hensler_Alles_weis.csv,"
       Kein Mensch, als –",0,26,character_speech,1,2,,"
       RICHTER.
      ",#richter,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
27,27,Kasperl/Hensler_Alles_weis.csv,"
       Von dem ganzen Handel weiß Niemand, als cum Venia ich – der Richter – und Euer Hochgräfl.",0,97,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
28,28,Kasperl/Hensler_Alles_weis.csv,"Gnaden, und dann Jungfer Lischen, und der Jäger Schwarz, weil das Euer Hochgräfl.",98,179,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
29,29,Kasperl/Hensler_Alles_weis.csv,Gnaden selber befohlen haben.,180,209,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,13.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
30,30,Kasperl/Hensler_Alles_weis.csv,"
       Es wird aber nothwendig seyn, daß wir unsern Betrug dem Barbier wegen dem Visum repertum entdeken.",0,106,character_speech,1,2,,"
       GRAF.
      ",#graf,14.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
31,31,Kasperl/Hensler_Alles_weis.csv,"
       Ja nicht – Euer Hochgräfl.",0,34,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,15.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
32,32,Kasperl/Hensler_Alles_weis.csv,Gnaden!,35,42,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,15.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
33,33,Kasperl/Hensler_Alles_weis.csv,"denn wenn ich quasi haben will, daß etwas ein Geheimniß bleiben soll, so darf ich ja mein Lebetag keinem Barbirer etwas entdeken – es ist so ein Naturfehler derer Leute, daß sie nicht schweigen können.",43,244,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,15.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
34,34,Kasperl/Hensler_Alles_weis.csv,"
       Nun gut – so geht jezt, und entdecket keinem Menschen weiter, was ich unternehme – bei meiner Ungnade.",0,110,character_speech,1,2,,"
       GRAF.
      ",#graf,16.0,UNKNOWN,abhorrence,negative,emotions of rejection,comedy,KK
35,35,Kasperl/Hensler_Alles_weis.csv,"
       Natürlicher weiß, Euer Hochgräfliche Gnaden!",0,52,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
36,36,Kasperl/Hensler_Alles_weis.csv,"quod potest fieri per paucioribus, non debet fieri per !",53,109,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
37,37,Kasperl/Hensler_Alles_weis.csv,"pluribus, sagen wir Lateiner – was man mit Pauken ausrichten kann, dazu braucht man keine Trommeln.",110,209,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
38,38,Kasperl/Hensler_Alles_weis.csv,"– Befehl mich, Euer Gnaden!",210,237,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
39,39,Kasperl/Hensler_Alles_weis.csv,unterthänigst.,238,252,character_speech,1,2,,"
       SCHULMEISTER.
      ",#schulmeister,17.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
40,40,Kasperl/Hensler_Alles_weis.csv,"
       Haben sonst Euer Gnaden noch etwas?",0,43,character_speech,1,2,,"
       RICHTER.
      ",#richter,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
41,41,Kasperl/Hensler_Alles_weis.csv,"
       Nein!",0,13,character_speech,1,2,,"
       GRAF.
      ",#graf,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
42,42,Kasperl/Hensler_Alles_weis.csv,"für izt nichts, geht.",14,35,character_speech,1,2,,"
       GRAF.
      ",#graf,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
43,43,Kasperl/Hensler_Alles_weis.csv,"
       (mit vielen Bücklingen ab.)",0,35,stage_direction,1,2,speech_part,,#beide,20.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
44,44,Kasperl/Hensler_Alles_weis.csv,"
      Graf allein, hernach Jäger Schwarz.",0,42,stage_direction,1,3,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
45,45,Kasperl/Hensler_Alles_weis.csv,"
        (Pause.)",0,17,stage_direction,1,3,inner_speech,,#graf,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
46,46,Kasperl/Hensler_Alles_weis.csv,"
       Ja!",0,11,character_speech,1,3,,"
       GRAF.
      ",#graf,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
47,47,Kasperl/Hensler_Alles_weis.csv,"ich will es wagen – vielleicht, daß ich durch diesen Plan meinem Endzweck näher komme.",12,98,character_speech,1,3,,"
       GRAF.
      ",#graf,21.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
48,48,Kasperl/Hensler_Alles_weis.csv,"Des Bäckers Mädchen ist schön – ihre ländliche Unschuld, ihr munteres Wesen nimmt mich, so oft ich Sie sehe, so sehr für Sie ein, daß ich meinen Stand, meinen Rang, meine Gattin selbst darüber vergessen könnte – eben recht.",99,322,character_speech,1,3,,"
       GRAF.
      ",#graf,21.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
49,49,Kasperl/Hensler_Alles_weis.csv,"
        (eilend)",0,17,stage_direction,1,3,inner_speech,,#schwarz,22.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
50,50,Kasperl/Hensler_Alles_weis.csv,"
       Euer Gnaden ein Brief!",0,30,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,22.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
51,51,Kasperl/Hensler_Alles_weis.csv,"
       Von wem?",0,16,character_speech,1,3,,"
       GRAF.
      ",#graf,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
52,52,Kasperl/Hensler_Alles_weis.csv,"
       Von der Gräfin.",0,23,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
53,53,Kasperl/Hensler_Alles_weis.csv,"
       Von der Gräfin?",0,23,character_speech,1,3,,"
       GRAF.
      ",#graf,25.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
54,54,Kasperl/Hensler_Alles_weis.csv,"
        (beiseite)",0,19,stage_direction,1,3,inner_speech,,#graf,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
55,55,Kasperl/Hensler_Alles_weis.csv,"
       Ha!",0,11,character_speech,1,3,,"
       GRAF.
      ",#graf,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
56,56,Kasperl/Hensler_Alles_weis.csv,zur ungelegensten Zeit.,12,35,character_speech,1,3,,"
       GRAF.
      ",#graf,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
57,57,Kasperl/Hensler_Alles_weis.csv,"
       Ich höre, daß Sie nach der Tafel eintreffen wird –",0,58,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
58,58,Kasperl/Hensler_Alles_weis.csv,"
       Gib her!",0,16,character_speech,1,3,,"
       GRAF.
      ",#graf,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
59,59,Kasperl/Hensler_Alles_weis.csv,"
        (stekt ihn verdrüßlich in die Tasche.)",0,47,stage_direction,1,3,inner_speech,,#graf,27.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
60,60,Kasperl/Hensler_Alles_weis.csv,"
       So brauch ich seinen Inhalt nicht mehr zu lesen",0,55,character_speech,1,3,,"
       GRAF.
      ",#graf,27.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
61,61,Kasperl/Hensler_Alles_weis.csv,"
        (für sich.)",0,20,stage_direction,1,3,inner_speech,,#graf,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
62,62,Kasperl/Hensler_Alles_weis.csv,"
       Verdammter Streich!",0,27,character_speech,1,3,,"
       GRAF.
      ",#graf,27.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
63,63,Kasperl/Hensler_Alles_weis.csv,wenn Sie nur bis Morgen gewartet hätte.,28,67,character_speech,1,3,,"
       GRAF.
      ",#graf,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
64,64,Kasperl/Hensler_Alles_weis.csv,Ist des Niklas Frau von der Stadt zurükgekommen?,68,116,character_speech,1,3,,"
       GRAF.
      ",#graf,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
65,65,Kasperl/Hensler_Alles_weis.csv,"
       Eben vor einer Viertelstunde –",0,38,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
66,66,Kasperl/Hensler_Alles_weis.csv,"
        (für sich.)",0,20,stage_direction,1,3,inner_speech,,#graf,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
67,67,Kasperl/Hensler_Alles_weis.csv,"
       Ich werde doch darauf sinnen, meinen überdachten Plan durchzusetzen;",0,76,character_speech,1,3,,"
       GRAF.
      ",#graf,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
68,68,Kasperl/Hensler_Alles_weis.csv,"
        (laut)",0,15,stage_direction,1,3,inner_speech,,#graf,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
69,69,Kasperl/Hensler_Alles_weis.csv,"
       ist mein Befehl vollzogen, das Weib hieher zu bringen?",0,62,character_speech,1,3,,"
       GRAF.
      ",#graf,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
70,70,Kasperl/Hensler_Alles_weis.csv,"
       Ja!",0,11,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
71,71,Kasperl/Hensler_Alles_weis.csv,Euer Gnaden!,12,24,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
72,72,Kasperl/Hensler_Alles_weis.csv,"
       Man muß Sie von der ganzen Sache unterrichten, muß dem Garderrob-Mädchen sagen, ihr ein weißes Kleid von der Gräfin zu geben, damit Sie verschleiert in eigener Person ihren Leichenkondukt begleiten kann.",0,211,character_speech,1,3,,"
       GRAF.
      ",#graf,31.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
73,73,Kasperl/Hensler_Alles_weis.csv,"
       Ganz wohl – Euer Gnaden!",0,32,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,32.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
74,74,Kasperl/Hensler_Alles_weis.csv,"
       Ich hoffe, daß die ganze Unternehmung für dich am vortheilhaftesten seyn wird, da meine Absicht dahin geht, dem Becker bey dieser Gelegenheit die Einwilligung zu deiner Heurath mit Lischen abzunöthigen.",0,210,character_speech,1,3,,"
       GRAF.
      ",#graf,33.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
75,75,Kasperl/Hensler_Alles_weis.csv,"
       Tausend Dank – Euer Gräfl.",0,34,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,34.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
76,76,Kasperl/Hensler_Alles_weis.csv,Gnaden.,35,42,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,34.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
77,77,Kasperl/Hensler_Alles_weis.csv,"
       Jezt geh hin zu ihm, sag ich, daß ich großen Antheil an diesem Todesfall nehme, und daß ich noch vor Tisch selber zu ihm kommen werde, um ihn zu trösten.",0,161,character_speech,1,3,,"
       GRAF.
      ",#graf,35.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
78,78,Kasperl/Hensler_Alles_weis.csv,"
       Euer Gnaden selber?",0,27,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,36.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
79,79,Kasperl/Hensler_Alles_weis.csv,"das wird ja den Alten mehr freun, als wenn er ein 17 jähriges Mädchen wieder zur Frau bekommen sollt.",28,129,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,36.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
80,80,Kasperl/Hensler_Alles_weis.csv,"Ich geh, Euer Gnaden, und wenn heute Lischen noch mein wird, so weiß ich für mich kein vergnügteres, und lustigeres Leichenbegängnuß, als das heutige ist.",130,284,character_speech,1,3,,"
       SCHWARZ.
      ",#schwarz,36.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
81,81,Kasperl/Hensler_Alles_weis.csv,"
       (lustig ab.)",0,20,stage_direction,1,3,speech_part,,#schwarz,36.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
82,82,Kasperl/Hensler_Alles_weis.csv,"
       Ja, Sie soll dein seyn, aber eh Sie dein wird, muß Sie mein seyn.",0,73,character_speech,1,3,,"
       GRAF.
      ",#graf,37.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
83,83,Kasperl/Hensler_Alles_weis.csv,"Was Eigensinn zu verhindern sucht, muß List und Betrug bewerkstelligen; Lischen verdient, daß man etwas um Sie wagt.",74,190,character_speech,1,3,,"
       GRAF.
      ",#graf,37.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
84,84,Kasperl/Hensler_Alles_weis.csv,"
        (Pause.)",0,17,stage_direction,1,3,inner_speech,,#graf,37.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
85,85,Kasperl/Hensler_Alles_weis.csv,"
       Zwar keine Gräfin – aber ein Mädchen, so mild und gut, so unverdorben, wie Sie aus den Händen der lieben Mutter Natur kam.",0,130,character_speech,1,3,,"
       GRAF.
      ",#graf,37.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
86,86,Kasperl/Hensler_Alles_weis.csv,Ach!,131,135,character_speech,1,3,,"
       GRAF.
      ",#graf,37.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
87,87,Kasperl/Hensler_Alles_weis.csv,"wie elend ist doch des Menschen Leben, wenn man angekettet ist an ein Joch, das uns Männern anfangs so süß deucht, wovon wir uns aber öfters so gerne wieder frei machen wollten, wenn es möglich wäre – wenn wir gebunden sind durch ein unauflößliches Band an Sklaverei, und uns das Wort Freiheit nur wie ein Traum in unsere Gedanken kommen darf.",136,479,character_speech,1,3,,"
       GRAF.
      ",#graf,37.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
88,88,Kasperl/Hensler_Alles_weis.csv,"
       (ab.)",0,13,stage_direction,1,3,speech_part,,#graf,37.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
89,89,Kasperl/Hensler_Alles_weis.csv,"
      Die Beckerin.",0,20,stage_direction,1,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
90,90,Kasperl/Hensler_Alles_weis.csv,Schulmeister.,21,34,stage_direction,1,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
91,91,Kasperl/Hensler_Alles_weis.csv,"
       Ich möchte doch wissen, was das zu bedeuten hat, daß ich gar nicht nach Hause gehen darf.",0,97,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,38.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
92,92,Kasperl/Hensler_Alles_weis.csv,"Ob etwa ein Unglück geschehen, oder obwohl gar mein Mann gestorben ist.",98,169,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,38.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
93,93,Kasperl/Hensler_Alles_weis.csv,Hilf Himmel!,170,182,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,38.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
94,94,Kasperl/Hensler_Alles_weis.csv,das wär ein Streich – wenn er etwa –,183,219,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,38.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
95,95,Kasperl/Hensler_Alles_weis.csv,"
       Ganz allein, ganz allein – hier?",0,40,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,39.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
96,96,Kasperl/Hensler_Alles_weis.csv,Frau Bäckermeisterin!,41,62,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,39.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
97,97,Kasperl/Hensler_Alles_weis.csv,und das so in Gedanken?,63,86,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,39.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
98,98,Kasperl/Hensler_Alles_weis.csv,"
       Aber so sag er mir doch – lieber Herr Schulmeister!",0,59,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,40.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
99,99,Kasperl/Hensler_Alles_weis.csv,was will man mit mir anfangen?,60,90,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,40.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
100,100,Kasperl/Hensler_Alles_weis.csv,"
       Nichts, gar nichts, meine liebe Frau!",0,45,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,41.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
101,101,Kasperl/Hensler_Alles_weis.csv,"
        (leise)",0,16,stage_direction,1,4,inner_speech,,#schulmeister,41.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
102,102,Kasperl/Hensler_Alles_weis.csv,"
       eine kleine Spaßlerey haben wir vor mit ihrem Mann.",0,59,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,41.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
103,103,Kasperl/Hensler_Alles_weis.csv,"Sie weiß, unser Herr Graf ist ein Liebhaber von dergleichen Sächelgen; in der Zeit, da Sie in der Stadt war, starb die Schloßköchin, ihr Mann gieng vorgestern auch fort, um Frucht einzukaufen, Nun kömmt der Graf auf den komischen Einfall, ihrem Mann weiß zu machen, daß Sie gestorben wäre – ließ deßwegen die gestorbene todte Frau Sidonia in ihr Haus transportiren.",60,425,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,41.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
104,104,Kasperl/Hensler_Alles_weis.csv,"Kaspar kommt gestern Nachts nach Haus, erfährts, weint erbärmlich, und ist über ihren Tod ganz untröstbar.",426,532,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,41.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
105,105,Kasperl/Hensler_Alles_weis.csv,"
        (lacht aus vollem Hals)",0,32,stage_direction,1,4,inner_speech,,#beckerin,42.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
106,106,Kasperl/Hensler_Alles_weis.csv,"
       Aber, wie solls denn weiter gehen?",0,42,character_speech,1,4,,"
       BECKERIN.
      ",#beckerin,42.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
107,107,Kasperl/Hensler_Alles_weis.csv,"
       Davon wird Sie von dem Herrn Grafen selber in optimas formas benachrichtiget werden.",0,92,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,43.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
108,108,Kasperl/Hensler_Alles_weis.csv,"Pro 1mo hat Sie zu observiren, daß Sie sich vor Niemand blicken läßt.",93,162,character_speech,1,4,,"
       SCHULMEISTER.
      ",#schulmeister,43.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
