,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre
16,16,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Bin ich bey ihr /ihm, so seh ich schier
       
       
        Und hör nichts um und um –",0,107,character_speech,1,1,,"
       Christel.
      ",#christel,8.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
17,17,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Seh’ ich mein Gretl – krippelts mir
       
       
        Zwick – zwick im Herz herum.",0,105,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,9.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
18,18,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,106,107,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,9.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
19,19,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Da gehts – zwick – zwick –
       
       
        Da gehts tschi – tschi –
       
       
        Ich seh nichts um und um
       
       
        Hopsasa – Dudeldum!",0,185,character_speech,1,1,,"
       Alle 3.
      ",#röschen #christel #kasperl,10.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
20,20,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      (Sie gehen um einander herum, bis endlich Christel Röschen erwischt.)",0,76,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
21,21,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (erschrickt)",0,20,stage_direction,1,1,speech_part,,#röschen,11.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
22,22,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Du hier – Christel!",0,27,character_speech,1,1,,"
       Röschen.
      ",#röschen,11.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
23,23,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"weißt du auch, das ist gar nicht schön, daß du mich so erschröckt hast – Du wirst vielleicht nicht wissen, daß einem das entsetzlich schaden kann –",28,175,character_speech,1,1,,"
       Röschen.
      ",#röschen,11.0,UNKNOWN,fear,negative,emotions of anxiety,comedy,KK
24,24,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Schaden?",0,16,character_speech,1,1,,"
       Christel.
      ",#christel,12.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
25,25,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,liebes Röschen!,17,32,character_speech,1,1,,"
       Christel.
      ",#christel,12.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
26,26,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,wenn ich dich an der Hand nehme –,33,66,character_speech,1,1,,"
       Christel.
      ",#christel,12.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
27,27,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Nun freylich; hat mir ja meine Mutter seelig so oft erzählt, wie die Leute vom gähen Schrecken allerhand Zufälle bekommen haben, und endlich gestorben sind.",0,164,character_speech,1,1,,"
       Röschen.
      ",#röschen,13.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
28,28,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,165,166,character_speech,1,1,,"
       Röschen.
      ",#röschen,13.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
29,29,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (kömmt herfür)",0,22,stage_direction,1,1,speech_part,,#kasperl,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
30,30,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Was das für närrische Leute zusammen sind – Da bandelns und tandelns an einander herum, –",0,97,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,14.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
31,31,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
        (nimmt ihre Hände, legt sie zusammen)",0,46,stage_direction,1,1,inner_speech,,#kasperl,14.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
32,32,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Da gehts her, gebt einander die Hände – ihr habt  meinen Seegen – für d’Aussteuer könnts selber sorgen.",0,111,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
33,33,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,112,113,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,14.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
34,34,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ja – was nüzt das – du weißt lieber Kasperl!",0,52,character_speech,1,1,,"
       Röschen.
      ",#röschen,15.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
35,35,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"mein Vetter will nicht einmal haben, daß ich mit dem Christel reden soll –",53,127,character_speech,1,1,,"
       Röschen.
      ",#röschen,15.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
36,36,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Weiß schon, was dem Herrn Vetter im Kopf herum spuckt – vor 6 Wochen starb seine Frau, nun will er sich halt selbst noch in seinen alten Tagen so n’ junges Moeuble ins Haus anschaffen –",0,193,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,16.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
37,37,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       So giebt mir nur einen guten Rath, lieber Kasperl!",0,58,character_speech,1,1,,"
       Christel.
      ",#christel,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
38,38,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,– du weißt – ohne mein Röschen kann ich nicht leben.,59,111,character_speech,1,1,,"
       Christel.
      ",#christel,17.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
39,39,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,112,113,character_speech,1,1,,"
       Christel.
      ",#christel,17.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
40,40,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Und so geht mirs gerade mit dem Christel –",0,50,character_speech,1,1,,"
       Röschen.
      ",#röschen,18.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
41,41,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (beis.)",0,15,stage_direction,1,1,speech_part,,#kasperl,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
42,42,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Nun wenn das nicht ein paar verliebte Gimpeln sind, so giebts keine mehr in der Welt –",0,94,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,19.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
43,43,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
        (laut)",0,15,stage_direction,1,1,inner_speech,,#kasperl,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
44,44,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       – du weißt, ich hab deine Schwester die Gretl auch gern – so lang aber dein Vater nicht Ja sagt, – ja so wird aus der ganzen Pastete nichts werden.",0,155,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,19.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
45,45,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,156,157,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,19.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
46,46,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Was werde ich noch anfangen?",0,36,character_speech,1,1,,"
       Christel.
      ",#christel,20.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
47,47,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,ich armer Christl!,37,55,character_speech,1,1,,"
       Christel.
      ",#christel,20.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
48,48,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (weint)",0,15,stage_direction,1,1,speech_part,,#röschen,21.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
49,49,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       O ich armes Mädchen!",0,28,character_speech,1,1,,"
       Röschen.
      ",#röschen,21.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
50,50,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (wird nach und nach bewegt)",0,35,stage_direction,1,1,speech_part,,#kasperl,22.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
51,51,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       S’ist – s’ist wahr",0,26,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,22.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
52,52,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
        (weint auch)",0,21,stage_direction,1,1,inner_speech,,#kasperl,22.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
53,53,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Die junge Leuteln dauren mich – aber wer kann dafür, daß – daß der Vetter so ein Flegel ist, und nicht Ja sagen will.",0,125,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,22.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
54,54,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Du könntest uns wohl behülflich seyn, wenn du wolltest.",0,63,character_speech,1,1,,"
       Röschen.
      ",#röschen,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
55,55,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,64,65,character_speech,1,1,,"
       Röschen.
      ",#röschen,23.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
56,56,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Aber wie denn, ihr Frazen!",0,34,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
57,57,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,35,36,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,24.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
58,58,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Du weißt, ich und meine Schwester haben von unserer Frau Mahm 200 fl.",0,77,character_speech,1,1,,"
       Röschen.
      ",#röschen,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
59,59,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"geerbt, wenn wir nur diese Schrift bekommen könnten.",78,130,character_speech,1,1,,"
       Röschen.
      ",#röschen,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
60,60,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,131,132,character_speech,1,1,,"
       Röschen.
      ",#röschen,25.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
61,61,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Und was wolltet ihr hernach mit der Schrift machen?",0,59,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
62,62,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,he!,60,63,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
63,63,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,64,65,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,26.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
64,64,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Zu unsern gnädigen Herrn gieng ich damit – er ist gestern mit seiner Schwester hier angekommen.",0,103,character_speech,1,1,,"
       Röschen.
      ",#röschen,27.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
65,65,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Also an der Schrift ist euch so viel gelegen?",0,53,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
66,66,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,– Die müssen wir zu erwischen suchen.,54,91,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,28.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
67,67,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Wie wirst du sie aber kriegen, Kasperl!",0,47,character_speech,1,1,,"
       Christl.
      ",#christl,29.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
68,68,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,du darfst ja wegen der Gretl keinen Schritt in das Haus kommen.,48,111,character_speech,1,1,,"
       Christl.
      ",#christl,29.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
69,69,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,112,113,character_speech,1,1,,"
       Christl.
      ",#christl,29.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
70,70,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Dafür laßt nur mich sorgen.",0,35,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
71,71,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"– Morgen ist unser Mayfest – das wißt ihr – vor einem Jahr, da wir unsern Maytanz hielten, hat der gnädige Herr, der alten Lise Tochter zusammen gebandelt, heuer soll die Reihe an uns kommen.",36,227,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
72,72,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,– Juhe!,228,235,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
73,73,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"es lebe der gnädige Herr, und meine Kretl oben drein!",236,289,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
74,74,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Arie.",0,13,stage_direction,1,1,speech_part,,#kasperl,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
75,75,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Mein Gretl ist so wunderschön,
       
       
        Hat Aepfelrothe Backen,
       
       
        Krieg ich sie einmal nur zu sehn –
       
       
        So nimm ichs an dem Nacken,
       
       
        Und küsse sie von Herzen mein,
       
       
        Und hab mit ihr mein Spiel –",0,314,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
76,76,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Sie ist n’ Diendl zart und fein,
       
       
        So schlank, wie Besenstiehl.",0,102,character_speech,1,1,,"
       Kasperl.
      ",#kasperl,30.0,UNKNOWN,"admiration, reverence",positive,emotions of affection,comedy,KK
77,77,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (ab)",0,12,stage_direction,1,1,speech_part,,#kasperl,30.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
78,78,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      Christel und Röschen.",0,28,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
79,79,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ich",0,11,character_speech,1,2,,"
       Christel.
      ",#christel,31.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
80,80,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
        (schluchzend)",0,22,stage_direction,1,2,inner_speech,,#christel,31.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
81,81,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Ich muß dirs aufrichtig sagen, Röschen!",0,47,character_speech,1,2,,"
       Christel.
      ",#christel,31.0,UNKNOWN,compassion,negative,emotions of suffering and empathy,comedy,KK
82,82,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"länger werd’ – ichs jetzt nimmer aushalten können – ich bin doch auch schon in denen Jahren, wo ich auf n’ ernsthafte Art ans Heurathen denken muß.",48,195,character_speech,1,2,,"
       Christel.
      ",#christel,31.0,UNKNOWN,suffering,negative,emotions of suffering and empathy,comedy,KK
83,83,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,196,197,character_speech,1,2,,"
       Christel.
      ",#christel,31.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
84,84,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Und mir wärs auch lieber heut als morgen, ich weis gar nicht, wie mirs so kurios ist, ums Herz.",0,103,character_speech,1,2,,"
       Röschen.
      ",#röschen,32.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
85,85,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"– Es schmeckt mir kein Essen und kein Trinken, und so gar im Schlaf muß ich an dich denken.",104,195,character_speech,1,2,,"
       Röschen.
      ",#röschen,32.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
86,86,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,196,197,character_speech,1,2,,"
       Röschen.
      ",#röschen,32.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
87,87,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      Duett.",0,13,stage_direction,1,2,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
88,88,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Wenn ich des Morgens früh aufwache,
       
       
        Seh’ ich nur Christel vor mir stehn –",0,114,character_speech,1,2,,"
       Röschen.
      ",#röschen,33.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
89,89,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Wenn ich des Nachts vom Schlaf erwache,
       
       
        Hör ich mein Röschen vor mir gehn –",0,116,character_speech,1,2,,"
       Christl.
      ",#christl,34.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
90,90,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Die Lämmer treib ich auf die Weide,
       
       
        Und singe fröhlich durch die Flur –",0,112,character_speech,1,2,,"
       Röschen.
      ",#röschen,35.0,UNKNOWN,joy,positive,emotions of pleasure,comedy,KK
91,91,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Das schönste Thal wird mir zur Haide,
       
       
        Nur du verschönerst die Natur –",0,110,character_speech,1,2,,"
       Christl.
      ",#christl,36.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
92,92,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Ich liebe dich –",0,33,character_speech,1,2,,"
       Röschen.
      ",#röschen,37.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
93,93,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Aus Herzensgrund?",0,34,character_speech,1,2,,"
       Christl.
      ",#christl,38.0,UNKNOWN,being moved,being moved,being moved,comedy,KK
94,94,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        So heiß und treu –",0,35,character_speech,1,2,,"
       Röschen.
      ",#röschen,39.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
95,95,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        So spricht mein Mund –",0,39,character_speech,1,2,,"
       Christl.
      ",#christl,40.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
96,96,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Ich liebe dich allein –",0,40,character_speech,1,2,,"
       Röschen.
      ",#röschen,41.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
97,97,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       
        Du must mein Schatzerl seyn.",0,45,character_speech,1,2,,"
       Beyde.
      ",#röschen #christl,42.0,UNKNOWN,love,positive,emotions of affection,comedy,KK
98,98,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (beyde ab.)",0,19,stage_direction,1,2,speech_part,,#röschen #christl,42.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
99,99,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       (mit einem Flor auf dem Hut, in Gedanken vertieft, erblickt sie noch.)",0,78,stage_direction,1,3,speech_part,,#thomas,43.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
100,100,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
       Nun ja – da sind sie wieder beysammen gewesen.",0,54,character_speech,1,3,,"
       Thomas.
      ",#thomas,43.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
101,101,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,Aber nur Geduld!,55,71,character_speech,1,3,,"
       Thomas.
      ",#thomas,43.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
102,102,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"ich werde der Hacke einen Stihl zu drehen wissen, darüber ihr euch wundern sollts.",72,154,character_speech,1,3,,"
       Thomas.
      ",#thomas,43.0,UNKNOWN,anger,negative,emotions of rejection,comedy,KK
103,103,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,–,155,156,character_speech,1,3,,"
       Thomas.
      ",#thomas,43.0,UNKNOWN,no_annotation,no_annotation,no_annotation,comedy,KK
104,104,Kasperl/Huber_Kasperl der lustige Schaafhirt_korr.csv,"
      Voriger, der Schulmeister.",0,33,stage_direction,1,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,comedy,KK
